1010793600,1661.09,863.459,528
1010793900,1661.89,863.76,505
1010794200,1661.46,863.87,512
1010794500,1659.77,863.87,513
1010794800,1658.54,863.805,501
1010795100,1658,863.805,507
1010795400,1657.58,863.87,505
1010795700,1656.98,863.9,507
1010796000,1657.03,863.96,507
1010796300,1657.54,864.05,505
1010796600,1657.35,864.155,506
1010796900,1656.67,864.155,512
1010797200,1656.91,864.11,514
1010797500,1656.15,864.11,508
1010797800,1656.31,864.17,509
1010798100,1656.53,864.29,516
1010798400,1655.75,864.415,514
1010798700,1655.95,864.54,516
1010799000,1655.64,864.6,514
1010799300,1654.72,864.6,513
1010799600,1655.2,864.69,510
1010799900,1655.86,864.81,518
1010800200,1657.09,864.905,521
1010800500,1658.12,865.03,519
1010800800,1658.33,865.15,521
1010801100,1658.01,865.27,519
1010801400,1658.15,865.315,518
1010801700,1658.59,865.315,512
1010802000,1657.68,865.33,519
1010802300,1657.49,865.39,519
1010802600,1657.5,865.39,521
1010802900,1656.4,865.33,514
1010803200,1655.44,865.33,517
1010803500,1655.64,865.39,518
1010803800,1655.06,865.36,517
1010804100,1655.23,865.3,520
1010804400,1654.77,865.33,523
1010804700,1655.37,865.33,516
1010805000,1655.44,865.27,514
1010805300,1655.43,865.21,524
1010805600,1656.56,865.165,511
1010805900,1655.03,865.105,515
1010806200,1655.26,865.15,521
1010806500,1656.4,865.21,511
1010806800,1657,865.21,515
1010807100,1656.12,865.15,521
1010807400,1655.41,865.135,516
1010807700,1655.89,865.135,521
1010808000,1655.16,865.03,521
1010808300,1655.03,864.97,519
1010808600,1655.1,864.97,522
1010808900,1659.83,864.905,522
1010809200,1654.48,864.84,521
1010809500,1655.93,864.84,519
1010809800,1654.32,864.81,523
1010810100,1654.71,864.75,520
1010810400,1655.2,864.72,520
1010810700,1655.15,864.66,518
1010811000,1654.32,864.57,519
1010811300,1655.14,864.57,519
1010811600,1655.8,864.585,526
1010811900,1656.04,864.525,527
1010812200,1655.37,864.415,524
1010812500,1655.73,864.335,522
1010812800,1655.45,864.275,522
1010813100,1654.84,864.17,528
1010813400,1655.21,864.11,527
1010813700,1655.27,864.11,519
1010814000,1654.97,864.08,521
1010814300,1655.19,864.02,528
1010814600,1656.17,863.99,533
1010814900,1654.68,863.975,523
1010815200,1656.62,863.975,526
1010815500,1655.91,863.99,528
1010815800,1655.77,863.99,523
1010816100,1655.52,863.975,526
1010816400,1657.18,863.96,522
1010816700,1656.22,863.91,518
1010817000,1655.4,863.895,525
1010817300,1656.27,863.9,529
1010817600,1656.32,863.93,527
1010817900,1656.38,864.02,529
1010818200,1656,864.08,528
1010818500,1657.2,864.17,528
1010818800,1658.22,864.295,524
1010819100,1658.79,864.405,524
1010819400,1657.68,864.465,520
1010819700,1658.7,864.48,529
1010820000,1657.82,864.525,523
1010820300,1657.41,864.525,527
1010820600,1656.99,864.48,529
1010820900,1657.91,864.48,529
1010821200,1657.96,864.48,525
1010821500,1657.04,864.54,524
1010821800,0,864.57,525
1010822100,1655.49,864.525,528
1010822400,1655.72,864.495,524
1010822700,1655.23,864.465,524
1010823000,1655.25,864.465,524
1010823300,1655.2,864.48,526
1010823600,1655.01,864.51,529
1010823900,1654.91,864.57,526
1010824200,1655.38,864.63,528
1010824500,1655.53,864.72,530
1010824800,1655.77,864.81,525
1010825100,1656.02,864.855,527
1010825400,1656.19,864.92,522
1010825700,1655.49,864.97,524
1010826000,1654.51,864.935,529
1010826300,1654.06,864.93,527
1010826600,1654.69,864.945,526
1010826900,1654.62,864.95,528
1010827200,1655.64,864.97,527
