Date,ScalerCorr,error,pressure,activeSD
1119112200,1610.02,0,867.36,1102.33
1119112500,1609.16,0,867.27,1092.67
1119112800,1608.63,0,867.197,1088.67
1119113100,1608.44,0,867.127,1087.33
1119113400,1608.23,0,867.055,1088.67
1119113700,1607.93,0,866.992,1094.33
1119114000,1607.49,0,866.938,1095.33
1119114300,1606.6,0,866.887,1101
1119114600,1606.32,0,866.837,1102
1119114900,1606.05,0,866.798,1104.67
1119115200,1606.05,0,866.778,1104.33
1119115500,1605.8,0,866.772,1107.67
1119115800,1605.53,0,866.762,1109
1119116100,1605.38,0,866.738,1107
1119116400,1605.05,0,866.708,1105.67
1119116700,1604.21,0,866.687,1105
1119117000,1603.75,0,866.67,1107.67
1119117300,1603.1,0,866.64,1105.33
1119117600,1602.65,0,866.6,1104.33
1119117900,1602.26,0,866.57,1107.33
1119118200,1602.2,0,866.56,1103.33
1119118500,1602.56,0,866.56,1104.33
1119118800,1602.79,0,866.547,1101
1119119100,1602.23,0,866.507,1105.67
1119119400,1601.72,0,866.447,1103.67
1119119700,1601.33,0,866.385,1104
1119120000,1601.35,0,866.33,1101.33
1119120300,1601.28,0,866.273,1099
1119120600,1601.19,0,866.212,1098.33
1119120900,1600.95,0,866.15,1100.33
1119121200,1600.66,0,866.09,1102.67
1119121500,1599.69,0,866.03,1100
1119121800,1599.17,0,865.98,1099
1119122100,1598.5,0,865.95,1100
1119122400,1598.05,0,865.94,1105.67
1119122700,1597.67,0,865.94,1110.33
1119123000,1597.48,0,865.932,1108.33
1119123300,1597.71,0,865.908,1110.33
1119123600,1597.43,0,865.877,1106.67
1119123900,1597.31,0,865.848,1107
1119124200,1597.14,0,865.822,1100.33
1119124500,1596.91,0,865.783,1100.33
1119124800,1596.66,0,865.73,1098.67
1119125100,1596.62,0,865.67,1103.33
1119125400,1596.85,0,865.615,1104
1119125700,1596.93,0,865.568,1108.67
1119126000,1596.45,0,865.53,1107.67
1119126300,1596.21,0,865.497,1110.67
1119126600,1595.98,0,865.47,1107
1119126900,1596.33,0,865.455,1106.33
1119127200,1596.32,0,865.44,1103.33
1119127500,1596.32,0,865.41,1104.67
1119127800,1596.28,0,865.373,1100.33
1119128100,1596.53,0,865.352,1096.67
1119128400,1597.1,0,865.358,1094
1119128700,1597.02,0,865.387,1100.33
1119129000,1596.85,0,865.408,1100.33
1119129300,1596.99,0,865.402,1103.33
1119129600,1597.29,0,865.362,1101
1119129900,1597.21,0,865.305,1104.33
1119130200,1597.05,0,865.26,1101.33
1119130500,1596.53,0,865.235,1104
1119130800,1596.4,0,865.23,1102.33
1119131100,1595.93,0,865.235,1100.67
1119131400,1596.04,0,865.24,1097
1119131700,1596.08,0,865.245,1097
1119132000,1596.3,0,865.248,1099.67
1119132300,1596.21,0,865.25,1098.33
1119132600,1596.49,0,865.25,1097
1119132900,1596.11,0,865.25,1097.33
1119133200,1596.21,0,865.27,1100
1119133500,1596.11,0,865.33,1105.33
1119133800,1596.45,0,865.408,1107.33
1119134100,1596.4,0,865.463,1108.33
1119134400,1596.14,0,865.477,1107.33
1119134700,1595.78,0,865.47,1107.33
1119135000,1595.58,0,865.475,1102
1119135300,1595.78,0,865.502,1099
1119135600,1595.87,0,865.53,1095
1119135900,1595.59,0,865.528,1095
1119136200,1595.13,0,865.507,1094.33
1119136500,1594.98,0,865.507,1098.33
1119136800,1594.8,0,865.528,1100.67
1119137100,1594.64,0,865.528,1101
1119137400,1594.48,0,865.507,1100.33
1119137700,1594.81,0,865.507,1099.33
1119138000,1594.9,0,865.538,1104.67
1119138300,1594.63,0,865.57,1105
1119138600,1594.62,0,865.58,1113
1119138900,1594.11,0,865.58,1104
1118707200,1640.28,0,867.987,1076.33
1118707500,1640.54,0,868.042,1060.67
1118707800,1641.25,0,868.063,1062.67
1118708100,1640.83,0,868.032,1064.67
1118708400,1640.18,0,867.947,1069
1118708700,1639.63,0,867.832,1070.67
1118709000,1639.59,0,867.742,1075.67
1118709300,1639.49,0,867.71,1074.33
1118709600,1639.71,0,867.742,1073.67
1118709900,1640.21,0,867.805,1075.67
1118710200,1640.6,0,867.87,1080.33
1118710500,1640.63,0,867.938,1084.33
1118710800,1640.81,0,868.007,1085.67
1118711100,1641.1,0,868.068,1085.33
1118711400,1641.27,0,868.112,1084
1118711700,1641.23,0,868.133,1081.67
1118712000,1641.51,0,868.15,1079
1118712300,1641.86,0,868.18,1081
1118712600,1641.88,0,868.2,1082
1118712900,1641.67,0,868.17,1083
1118713200,1641.37,0,868.09,1083.67
1118713500,1641.39,0,868,1085
1118713800,1640.94,0,867.93,1086.67
1118714100,1640.89,0,867.87,1078
1118714400,1641.16,0,867.828,1079
1118714700,1641.95,0,867.822,1078.33
1118715000,1642.42,0,867.813,1086
1118715300,1642.18,0,867.75,1083.33
1118715600,1641.4,0,867.634,1083.33
1118715900,1640.85,0,867.519,1082.33
1118716200,1640.75,0,867.435,1083.67
1118716500,1641.19,0,867.36,1084.67
1118716800,1641.36,0,867.273,1091
1118717100,1641.7,0,867.18,1092.33
1118717400,1641.85,0,867.112,1098.33
1118717700,1642.33,0,867.095,1097
1118718000,1642.59,0,867.12,1102.67
1118718300,1642.59,0,867.152,1102
1118718600,1642.31,0,867.163,1100
1118718900,1642.14,0,867.163,1095.67
1118719200,1642.34,0,867.155,1095
1118719500,1642.45,0,867.132,1100.33
1118719800,1642.21,0,867.097,1102.33
1118720100,1641.92,0,867.058,1103
1118720400,1641.69,0,867.032,1098.33
1118720700,1641.74,0,867.023,1097.67
1118721000,1641.58,0,867.008,1097
1118721300,1641.44,0,866.957,1097.33
1118721600,1641.05,0,866.87,1099.67
1118721900,1640.78,0,866.78,1099
1118722200,1640.59,0,866.73,1098
1118722500,1641.14,0,866.73,1093.33
1118722800,1641.39,0,866.75,1091.33
1118723100,1641.64,0,866.75,1092
1118723400,1641.31,0,866.72,1092.67
1118723700,1641.39,0,866.69,1094.33
1118724000,1641.59,0,866.67,1094.33
1118724300,1641.6,0,866.64,1096.67
1118724600,1641.38,0,866.588,1100.33
1118724900,1641.14,0,866.525,1100.67
1118725200,1640.95,0,866.442,1099.67
1118725500,1640.76,0,866.32,1096.67
1118725800,1640.26,0,866.18,1096.67
1118726100,1640.01,0,866.059,1095
1118726400,1639.93,0,865.975,1095.33
1118726700,1639.9,0,865.91,1095.33
1118727000,1639.86,0,865.845,1098.67
1118727300,1639.79,0,865.782,1100.67
1118727600,1640.12,0,865.715,1102.33
1118727900,1640.3,0,865.64,1099
1118728200,1640.48,0,865.545,1100.67
1118728500,1640.31,0,865.425,1099.67
