Date,ScalerCorr,pressure,activeSD
1118037600,1653.5,864.05,1051.33
1118039400,1653.82,864.27,1051.25
1118041200,1653.64,864.336,1053.67
1118043000,1654.54,864.406,1057.08
1118044800,1656.03,864.597,1054.67
1118046600,1656.66,864.821,1053.67
1118048400,1656.02,864.907,1055.83
1118050200,1656.57,865.19,1054.83
1118052000,1656.95,865.626,1056.08
1118053800,1656.26,866.078,1060.17
1118055600,1658.34,866.618,1062.33
1118057400,1661.76,867.017,1062.25
1118059200,1664.29,867.22,1054.92
1118061000,1666.45,867.425,1043.83
1118062800,1529.01,867.599,1031.08
1118064600,1531.84,867.817,1026.17
1118066400,1671.16,867.923,1022.92
1118068200,1669.14,867.823,1031.75
1118070000,1668.91,867.746,1046.42
1118071800,1668.61,867.604,1041.75
1118073600,1667.89,867.287,1043.33
1118075400,1666.92,866.936,1047.42
1118077200,1665.64,866.663,1049.92
1118079000,1663.91,866.404,1056.33
1118080800,1661.75,866.113,1059.42
1118082600,1658.5,865.818,1059
1118084400,1654.66,865.534,1057.58
1118086200,1651.39,865.404,1056.42
1118088000,1648.11,865.391,1055.25
1118089800,1645.13,865.382,1048.58
1118091600,1641.8,865.308,1038.92
1118093400,1639.75,865.237,1033.58
1118095200,1640.29,865.263,1037.92
1118097000,1642,865.323,1042.25
1118098800,1643.41,865.393,1044.33
1118102400,1647.41,865.564,1024.75
1118104200,1648.72,865.648,1025.67
1118106000,1650.37,865.776,1028.92
1118107800,1650.97,865.78,1028.58
1118109600,1651.01,865.67,1036.5
1118111400,1651.24,865.574,1043.33
1118113200,1651.27,865.399,1043.42
1118115000,1651.96,865.15,1044.67
1118116800,1652.94,864.925,1044.42
1118118600,1653.85,864.729,1045.33
1118120400,1654.07,864.429,1049.83
1118122200,1654.53,864.157,1049.25
1118124000,1655.96,863.956,1044.25
1118125800,1656.91,863.634,1046.5
1118127600,1658.16,863.364,1052.67
1118129400,1658.77,863.068,1056.5
1118131200,1658.22,862.743,1059.17
1118133000,1658.29,862.508,1059.08
1118134800,1657.75,862.343,1058.5
1118136600,1657.05,862.34,1060.83
1118138400,1656.57,862.38,1063.08
1118140200,1656.7,862.33,1063.67
1118142000,1657.85,862.243,1065.67
1118143800,1658.93,862.208,1063.17
1118145600,1660.52,862.185,1059.33
1118147400,1662.53,862.092,1054.92
1118149200,1665.39,862.035,1042.58
1118151000,1668.52,862.005,1037.25
1118152800,1669.47,861.885,1032.92
1118154600,1669.5,861.711,1031.58
1118156400,1669.4,861.396,1041.58
1118158200,1668.55,860.878,1039.5
1118160000,1667.48,860.321,1035.42
1118161800,1666.25,859.766,1039.08
1118163600,1664.94,859.236,1044.17
1118165400,1662.72,858.803,1048.5
1118167200,1659.21,858.43,1050.25
1118169000,1655.36,858.147,1054.5
1118170800,1652.16,857.987,1056
1118172600,1649.92,857.997,1052.92
1118174400,1647.54,858.155,1048
1118176200,1644.38,858.337,1044
1118178000,1640.95,858.505,1034.42
1118179800,1639.4,858.638,1035.08
1118181600,1639.57,858.762,1042
1118183400,1639.73,858.937,1042
1118185200,1641.02,859.209,1047.83
1118793600,1646.21,857.539,1072.08
1118795400,1647.7,857.551,1072.17
1118797200,1648.6,857.504,1071.83
1118799000,1649.93,857.616,1071.42
1118800800,1650.04,857.964,1073.83
1118802600,1650.99,858.323,1073.33
1118804400,1514.32,858.404,1077.5
1118806200,1513.56,858.303,1083.25
1118808000,1649.04,858.118,1083.5
1118809800,1647.61,857.923,1081.92
1118811600,1647.75,857.801,1081
1118813400,1647.49,857.65,1086
1118815200,1646.52,857.564,1092.5
1118817000,1645.73,857.582,1090
1118818800,1644.43,857.564,1090.58
1118820600,1641.98,857.408,1095.25
1118822400,1640.72,857.308,1093.83
1118824200,1640.97,857.417,1091.42
1118826000,1642.39,857.818,1093.5
1118827800,1644.64,858.583,1093.17
1118829600,1646.02,859.478,1090.75
1118831400,1644.76,859.948,1094.67
1118833200,1642.99,860.191,1094.83
1118835000,1644.28,860.689,1093.33
1118836800,1645.18,861.113,1096.33
1118838600,1647.39,861.935,1093.67
1118840400,1652.3,863.053,1087.75
1118842200,1653.87,863.592,1085.42
1118844000,1653.09,863.852,1084
1118845800,1653.89,864.182,1080.17
1118847600,1516.23,864.331,1074.33
1118849400,1514.86,864.272,1075.83
1118851200,1652.12,864.201,1085.58
1118853000,1651.76,864.066,1087.67
1118854800,1651.37,863.857,1090.42
1118856600,1651.6,863.697,1097
1118858400,1651.06,863.481,1092.17
1118860200,1649.63,863.234,1087.58
1118862000,1648.3,863.13,1091.75
1118863800,1646.24,863.106,1094.33
1118865600,1643.69,863.086,1096.58
1118867400,1640.63,863.238,1092.92
1118869200,1637.43,863.753,1082.75
1118871000,1635.68,864.136,1078.25
1118872800,1636.08,864.336,1081
1118874600,1637.07,864.483,1082.5
1118876400,1637.84,864.477,1089
1119225600,1587.83,860.179,1054.67
1119227400,1587.59,860.402,1051.17
1119229200,1588.35,860.515,1057.5
1119231000,1588.72,860.406,1066.17
1119232800,1589.13,860.265,1072.33
1119234600,1589.94,860.211,1073.25
1119236400,1590.61,860.292,1075.75
1119238200,1591.44,860.329,1078.58
1119240000,1592.12,860.198,1079.5
1119241800,1592.06,860.042,1081.67
1119243600,1592.27,859.897,1081.67
1119245400,1593.24,859.726,1080.58
1119247200,1594.17,859.548,1081.42
1119249000,1596.06,859.477,1085.25
1119250800,1598.57,859.592,1086.67
1119252600,1599.8,859.567,1088.33
1119254400,1600.73,859.482,1090.58
1119256200,1601.17,859.563,1090.25
1119258000,1601.01,859.726,1092.42
1119259800,1601.81,860.029,1096.42
1119261600,1602.06,860.34,1098
1119263400,1601.8,860.786,1095.83
1119265200,1602.23,861.406,1095.58
1119267000,1603.26,861.909,1096
1119268800,1605.51,862.291,1094.17
1119270600,1607.28,862.669,1085.67
1119272400,1609.23,863.021,1075.75
1119274200,1612.38,863.326,1063.33
1119276000,1615.13,863.45,1056
1119277800,1616.6,863.539,1052.92
1119279600,1617.18,863.707,1057.92
1119281400,1617.08,863.601,1066.67
1119283200,1617.08,863.398,1066
1119285000,1616.38,863.245,1068.83
1119286800,1614.39,863.09,1078.08
1119288600,1612.36,862.965,1080.67
1119290400,1610.76,862.91,1082.42
1119292200,1609.3,862.889,1086.17
1119294000,1606.76,862.894,1087.5
1119295800,1604.57,863.058,1087
1119297600,1602.73,863.376,1085.42
1119299400,1599.82,863.833,1079.08
1119301200,1596.3,864.259,1068.67
1119303000,1594.66,864.668,1069.42
1119304800,1595.35,865.153,1074.5
1119306600,1596.11,865.576,1076.75
1119308400,1596.62,865.976,1077.5
1119571200,1623.4,861.707,1029.67
1119573000,1623.81,861.67,1024.25
1119574800,1624.55,861.636,1033
1119576600,1625.6,861.582,1043.17
1119578400,1625.53,861.517,1048.42
1119580200,1625.92,861.582,1054.42
1119582000,1491.52,861.705,1058.08
1119583800,1493.21,861.714,1058.75
1119585600,1630.6,861.739,1061.5
1119587400,1630.73,861.758,1067.67
1119589200,1630.96,861.684,1073.17
1119591000,1632.02,861.707,1077.17
1119592800,1632.68,861.672,1078.08
1119594600,1633.44,861.452,1077.83
1119596400,1634.28,861.218,1078.58
1119598200,1636.51,860.985,1076.92
1119600000,1637.75,860.907,1075.92
1119601800,1637.62,861.012,1078.25
1119603600,1638.11,861.018,1081.25
1119605400,1638.29,861.112,1082.17
1119607200,1638.91,861.401,1086.17
1119609000,1639.1,861.581,1090.25
1119610800,1639.47,861.66,1094.67
1119612600,1641.91,861.628,1096.58
1119614400,1645.03,861.542,1090.17
1119616200,1647.69,861.664,1081.67
1119618000,1649.37,861.847,1075.67
1119619800,1649.92,861.809,1073.75
1119621600,1650.08,861.763,1077.33
1119623400,1651.61,861.861,1076.75
1119625200,1652.62,861.845,1071.17
1119627000,1651.72,861.546,1070.42
1119628800,1651.99,861.118,1067.17
1119630600,1652.38,860.685,1065.42
1119632400,1651.71,860.323,1063
1119634200,1649.33,860.022,1061.08
1119636000,1646.01,859.769,1072.08
1119637800,1643.35,859.675,1083.58
1119639600,1640.73,859.688,1088.08
1119641400,1637.88,859.771,1089.75
1119643200,1634.53,859.901,1087.25
1119645000,1631.01,860.1,1078.5
1119646800,1628.52,860.356,1069
1119648600,1627.81,860.666,1068.33
1119650400,1628.51,860.997,1071.42
1119652200,1630.33,861.367,1076.83
1119654000,1633.09,861.808,1084.17
1117238400,1635.79,860.818,1025.25
1117240200,1635.69,860.698,1024.33
1117242000,1636.47,860.729,1029.17
1117243800,1636.5,860.654,1033.42
1117245600,1635.97,860.39,1036.5
1117247400,1636.52,860.32,1040.83
1117249200,1636.74,860.282,1045.67
1117251000,1637.03,860.232,1047.67
1117252800,1636.93,860.233,1047.5
1117254600,1636.46,860.126,1045.67
1117256400,1636.67,860.041,1045.92
1117258200,1636.87,859.99,1045.83
1117260000,1636.72,859.792,1045.25
1117261800,1637.03,859.618,1047.42
1117263600,1637.19,859.472,1048.75
1117265400,1636.65,859.265,1047.83
1117267200,1635.8,859.061,1045.5
1117269000,1635.86,858.89,1049.33
1117270800,1637.18,858.839,1053.25
1117272600,1637.81,858.746,1051.33
1117274400,1637.73,858.643,1051.5
1117276200,1639.1,858.757,1055.25
1117278000,1641.06,859.014,1058.5
1117279800,1643.53,859.156,1057.58
1117281600,1646.52,859.154,1055.92
1117283400,1648.03,859.149,1050.5
1117285200,1649.78,859.165,1040.25
1117287000,1652.73,859.173,1033.58
1117288800,1655.28,858.973,1026.5
1117290600,1656.21,858.587,1020.67
1117292400,1655.67,858.195,1027.17
1117294200,1653.74,857.813,1032.92
1117296000,1651.9,857.457,1034.08
1117297800,1650.49,857.06,1037.33
1117299600,1647.73,856.597,1043.17
1117301400,1644.53,856.225,1046.58
1117303200,1642.11,856.054,1046.42
1117305000,1640.96,856.194,1043.33
1117306800,1639.49,856.457,1038.25
1117308600,1636.58,856.577,1034.83
1117310400,1632.19,856.348,1024.75
1117312200,1628.83,856.082,1018.17
1117314000,1628.59,856.385,973.667
1117315800,1626.98,856.838,767.583
1117317600,1624.37,856.843,617.083
1117319400,1624.41,856.986,591.333
1117321200,1626.05,857.459,547.833
1117324800,1626.3,857.43,515.75
1117326600,1626.46,857.33,542.167
1117328400,1630.69,857.121,730.333
1117330200,1635.27,857.061,886.417
1117332000,1637.63,857.346,891.417
1117333800,1639.35,857.519,893.583
1117335600,1640.65,857.662,890.25
1117337400,1639.66,857.777,884.417
1117339200,1637.38,857.933,887.917
1117341000,1637.54,858.36,896.667
1117342800,1637.76,858.861,901.5
1117344600,1637.36,859.264,899.667
1117346400,1637.09,859.518,896.25
1117348200,1635.73,859.625,897.833
1117350000,1634.17,859.691,902.75
1117351800,1634.36,859.784,902.833
1117353600,1634.58,859.763,902.167
1117355400,1635.71,859.804,904.583
1117357200,1637.43,860.048,906.583
1117359000,1638.75,860.398,906.917
1117360800,1638.59,860.624,906.083
1117362600,1637.87,860.752,905.583
1117364400,1638.48,860.978,941.083
1117366200,1642.35,861.357,1002.67
1117368000,1648.71,861.755,1026.08
1117369800,1653.43,862.091,1017.67
1117371600,1656.6,862.328,1011.08
1117373400,1659.09,862.33,1013
1117375200,1660.7,862.135,1013.92
1117377000,1661.57,861.833,1009.58
1117378800,1662.18,861.571,1008.92
1117380600,1662.34,861.308,1015.67
1117382400,1661.34,860.99,1019
1117384200,1659.45,860.583,1022.25
1117386000,1656.52,860.127,1031.25
1117387800,1652.41,859.729,1032.67
1117389600,1648.47,859.388,1037.33
1117391400,1646.34,859.222,1042.67
1117393200,1644.68,859.247,1040.75
1117395000,1642.28,859.487,1038.08
1117396800,1639.37,859.814,1034.08
1117398600,1636.17,860.164,1031.5
1117400400,1634.51,860.503,1030.83
1117402200,1633.76,860.532,1033.5
1117404000,1634.29,860.691,1037.75
1117405800,1635.13,861.036,1039.25
1117407600,1634.98,861.198,1037.92
1119312000,1598.98,866.578,1050.58
1119313800,1598.89,866.774,1049.83
1119315600,1598.94,866.976,1057.25
1119317400,1599.69,867.231,1059.75
1119319200,1600.23,867.501,1061.5
1119321000,1600.45,867.662,1064
1119322800,1601.95,867.751,1064.75
1119324600,1602.49,867.818,1067.83
1119326400,1602.01,867.826,1071.67
1119328200,1602.55,867.786,1073.67
1119330000,1605.5,867.668,1074.42
1119331800,1607.05,867.524,1074.5
1119333600,1607.04,867.425,1080.5
1119335400,1608.07,867.341,1083.42
1119337200,1608.64,867.218,1086.83
1119339000,1609.08,867.044,1091.33
1119340800,1610.3,866.922,1088.33
1119342600,1611.04,866.851,1084.67
1119344400,1611.74,866.842,1087.17
1119346200,1613.56,866.935,1089.08
1119348000,1614.55,866.996,1087.25
1119349800,1614.78,867.065,1083.17
1119351600,1614.88,867.146,1083.83
1119353400,1616.47,867.191,1086.58
1119355200,1619.74,867.176,1087.42
1119357000,1623.67,867.147,1084.75
1119358800,1626.57,867.158,1075.75
1119360600,1628.53,867.16,1067.33
1119362400,1630.08,867.07,1057.33
1119364200,1631.39,866.905,1054.33
1119366000,1631.51,866.634,1059.25
1119367800,1630.86,866.215,1061.75
1119369600,1630.62,865.723,1064.67
1119371400,1629.55,865.176,1073.17
1119373200,1627.87,864.758,1081.5
1119375000,1624.85,864.434,1084.5
1119376800,1621.59,864.137,1083.42
1119378600,1618.53,864.006,1084.67
1119380400,1614.62,863.935,1089.67
1119382200,1611.76,863.906,1092.25
1119384000,1609.58,863.972,1089.5
1119385800,1606.63,864.065,1081.42
1119387600,1603.76,864.241,1075.83
1119389400,1602.16,864.423,1074.92
1119391200,1601.84,864.563,1069.75
1119393000,1602.99,864.783,1068.17
1119394800,1605.4,865.093,1076.92
1117929600,1638.47,862.106,1053.17
1117931400,1637.76,862.22,1053.58
1117933200,1637.06,862.218,1056.92
1117935000,1636.54,862.253,1061.5
1117936800,1636.18,862.325,1063.67
1117938600,1636.35,862.497,1060.25
1117940400,1636.49,862.597,1058.08
1117942200,1636.89,862.649,1055.67
1117944000,1636.79,862.63,1058.75
1117945800,1636.28,862.398,1064.42
1117947600,1636.51,862.155,1064
1117949400,1637.37,862.116,1065.67
1117951200,1638.13,862.134,1065
1117953000,1639.36,862.208,1064.25
1117954800,1640.4,862.31,1065.42
1117956600,1641.18,862.287,1068.25
1117958400,1641.84,862.141,1069.17
1117960200,1642.36,861.958,1070.25
1117962000,1642.64,861.807,1074.33
1117963800,1642.51,861.739,1074
1117965600,1642.67,861.767,1072.25
1117967400,1642.84,861.84,1071.58
1117969200,1644.16,861.916,1073.5
1117971000,1646.98,862.085,1071.83
1117972800,1648.99,862.23,1071
1117974600,1649.18,862.325,1069.58
1117976400,1649.32,862.44,1067.08
1117978200,1650.25,862.511,1065.08
1117980000,1651.51,862.577,1062.42
1117981800,1652.59,862.453,1062.42
1117983600,1653.38,862.167,1062.67
1117985400,1654.28,861.88,1064.67
1117987200,1654.36,861.462,1066
1117989000,1654.13,860.96,1065.58
1117990800,1654.82,860.53,1062.92
1117992600,1655.2,860.166,1063.42
1117994400,1653.62,859.834,1066.58
1117996200,1649.99,859.453,1069.92
1117998000,1647.33,859.317,1074.5
1117999800,1645.62,859.445,1077
1118001600,1643.67,859.643,1075.58
1118003400,1641.8,859.896,1067.92
1118005200,1638.39,859.925,1061.67
1118007000,1636.89,860.082,1069.42
1118008800,1638.53,860.513,1080.25
1118010600,1640.08,860.869,1080.33
1118012400,1640.59,861.221,1081.75
1119657600,1637.62,862.419,1050.08
1119659400,1638.31,862.565,1052.83
1119661200,1638.79,862.694,1057.83
1119663000,1638.6,862.77,1062.5
1119664800,1637.98,862.834,1064.25
1119666600,1637.16,862.866,1060.67
1119668400,1636.98,863.002,1062.5
1119670200,1636.77,863.172,1064.67
1119672000,1636.65,863.231,1064.42
1119673800,1637.49,863.251,1064.83
1119675600,1638.38,863.199,1063.92
1119677400,1638.77,863.078,1064.83
1119679200,1639.59,862.929,1065.83
1119681000,1640.07,862.671,1071.17
1119682800,1640.27,862.505,1075.67
1119684600,1641.33,862.541,1076.58
1119686400,1642.73,862.527,1077
1119688200,1643.85,862.451,1078
1119690000,1645.55,862.517,1080.5
1119691800,1646.09,862.688,1081.92
1119693600,1646.44,862.929,1083.42
1119695400,1648.15,863.302,1084.08
1119697200,1648.83,863.54,1081.58
1119699000,1649.95,863.725,1081.58
1119700800,1651.57,863.952,1083.33
1119702600,1652.52,864.08,1081.33
1119704400,1653.7,864.104,1078.83
1119706200,1655.51,864.151,1076.83
1119708000,1657.23,864.072,1076.92
1119709800,1658.13,863.723,1074.92
1119711600,1659.01,863.408,1071.42
1119713400,1659.95,863.112,1067.83
1119715200,1660.19,862.664,1065.58
1119717000,1660.17,862.196,1071.25
1119718800,1658.61,861.861,1080.17
1119720600,1654.66,861.58,1085.42
1119722400,1650.15,861.369,1089.5
1119724200,1646.32,861.248,1092.58
1119726000,1643.14,861.167,1093.17
1119727800,1640.4,861.207,1086.17
1119729600,1638.21,861.373,1079.83
1119731400,1636.63,861.65,1079.5
1119733200,1635.21,861.988,1076.25
1119735000,1634.65,862.403,1072.67
1119736800,1634.85,862.826,1075.25
1119738600,1635.21,863.157,1080.67
1119740400,1635.79,863.401,1080.67
1120521600,1649.07,859.475,1083.42
1120523400,1649.79,859.747,1078.25
1120525200,1650.82,860.024,1083.5
1120527000,1651.32,860.087,1085.33
1120528800,1650.28,859.955,1084.92
1120530600,1650.23,860.277,1089.08
1120532400,1649.73,860.79,1092.83
1120534200,1648.21,861.174,1097
1120536000,1648.04,861.372,1102.33
1120537800,1648.38,861.343,1098.17
1120539600,1647.48,861.31,1091.08
1120541400,1646.68,861.227,1090
1120543200,1646.69,861.156,1093.33
1120545000,1646.72,861.069,1096.5
1120546800,1647.3,861.135,1095.92
1120548600,1647.66,861.28,1098.83
1120550400,1648.25,861.474,1101.75
1120552200,1649.66,861.866,1102.58
1120554000,1650.34,862.075,1104
1120555800,1650.81,862.257,1104.83
1120557600,1651.62,862.643,1104.75
1120559400,1651.9,863.019,1094.92
1120561200,1653.11,863.129,1094.67
1120563000,1654.92,863.115,1106.25
1120564800,1656.35,863.319,1108.25
1120566600,1657.2,863.532,1103.67
1120568400,1658.31,863.684,1098.67
1120570200,1660.45,863.952,1095.17
1120572000,1661.32,864.188,1092.75
1120573800,1660.43,864.152,1097.83
1120575600,1660.87,863.872,1100.83
1120577400,1662.52,863.413,1099.75
1120579200,1663.53,862.878,1099.5
1120581000,1663.17,862.497,1100.67
1120582800,1661.23,861.978,1104.83
1120584600,1659.73,861.358,1111.25
1120586400,1658.45,860.971,1110.5
1120588200,1655.92,860.654,1103.75
1120590000,1652.65,860.363,1106
1120591800,1649.97,860.216,1110.5
1120593600,1648.46,860.332,1108.17
1120595400,1647.98,860.623,1106.5
1120597200,1647.03,860.731,1112.42
1120599000,1646.87,860.926,1113.92
1120600800,1647.33,861.311,1111.17
1120602600,1647.06,861.505,1108.58
1120604400,1647.09,861.434,1107.5
1121731200,1638.94,866.715,1043.58
1121733000,1639.32,866.777,1044
1121734800,1640.36,866.82,1050.17
1121736600,1640.74,866.865,1055.58
1121738400,1641.18,866.91,1054.42
1121740200,1641,866.93,1054.83
1121742000,1503.57,867.011,1055.92
1121743800,1503.65,867.106,1058.08
1121745600,1640.74,867.15,1059.08
1121747400,1641,867.135,1062.17
1121749200,1640.75,866.99,1067.67
1121751000,1640.83,866.762,1070.92
1121752800,1640.99,866.517,1075.67
1121754600,1641.29,866.335,1080.92
1121756400,1641.93,866.205,1083.83
1121758200,1642.32,866.072,1082
1121760000,1642.92,865.97,1081
1121761800,1643.65,865.823,1085.25
1121763600,1645.24,865.76,1087.83
1121765400,1646.25,865.793,1085.58
1121767200,1644.89,865.845,1088.83
1121769000,1644.21,865.924,1089.83
1121770800,1645.47,865.991,1087.5
1121772600,1648.4,866.022,1088.5
1121774400,1652,866.08,1081.67
1121776200,1653.99,866.168,1073.75
1121778000,1656,866.177,1070.58
1121779800,1658.57,866.148,1069.17
1121781600,1659.56,866.053,1069
1121783400,1658.83,865.865,1073.83
1121785200,1520.74,865.675,1074.08
1121787000,1522.5,865.294,1068.67
1121788800,1663.22,864.711,1067.5
1121790600,1663.94,864.15,1068.33
1121792400,1661.6,863.659,1068.92
1121794200,1659.49,863.281,1070.5
1121796000,1657.15,862.898,1078.83
1121797800,1654.04,862.496,1084.75
1121799600,1651.61,862.292,1086.5
1121801400,1648.7,862.268,1088.5
1121803200,1645.03,862.199,1088.17
1121805000,1641.72,862.249,1082.33
1121806800,1637.42,862.298,1069.75
1121808600,1633.58,862.367,1063.5
1121810400,1632.87,862.694,1067.75
1121812200,1633.15,862.958,1070.58
1121814000,1632.97,863.008,1072.67
1120435200,1640.97,858.842,1072.08
1120437000,1640.94,858.808,1074.25
1120438800,1640.93,858.49,1080.33
1120440600,1641.63,858.341,1085.17
1120442400,1643.56,858.549,1090.17
1120444200,1644.4,858.664,1088.92
1120446000,1644.2,858.652,1089.83
1120447800,1645.43,858.907,1096
1120449600,1646.43,858.948,1096.08
1120451400,1646.66,858.78,1094.17
1120453200,1645.93,858.484,1095.92
1120455000,1645.17,858.105,1097.58
1120456800,1645.94,857.841,1101.92
1120458600,1646.08,857.392,1105.5
1120460400,1645.52,856.885,1103.75
1120462200,1645.05,856.608,1104.42
1120464000,1645.65,856.465,1104.33
1120465800,1647.53,856.466,1103.42
1120467600,1648.59,856.41,1100.92
1120469400,1647.64,856.194,1100
1120471200,1646.05,856.107,1102.67
1120473000,1646.41,856.307,1107.25
1120474800,1648.02,856.754,1108.17
1120476600,1650.09,857.092,1104
1120478400,1653.27,857.235,1100.17
1120480200,1655.68,857.356,1091.42
1120482000,1657.75,857.611,1087.08
1120483800,1658.92,857.95,1093.25
1120485600,1658.99,858.133,1100.17
1120487400,1659.36,858.112,1101.33
1120489200,1659.79,858.011,1101.08
1120491000,1661.1,857.921,1100.5
1120492800,1662.71,857.798,1100.67
1120494600,1663.27,857.543,1100.83
1120496400,1662.81,857.296,1102.75
1120498200,1662.28,857.185,1103.83
1120500000,1660.95,857.333,1106.5
1120501800,1659.16,857.714,1110.92
1120503600,1656.8,857.943,1108.17
1120505400,1653.53,857.835,1103.92
1120507200,1650.78,857.736,1100.17
1120509000,1648.76,857.973,1098.92
1120510800,1646.61,858.211,1101.5
1120512600,1644.91,858.275,1104.83
1120514400,1644.26,858.333,1105.5
1120516200,1644.19,858.466,1103.58
1120518000,1646.11,858.769,1103.92
1122336000,1655.46,857.798,1031.25
1122337800,1656.72,858.218,1032.42
1122339600,1657.24,858.521,1038.42
1122341400,1657.18,858.866,1042.75
1122343200,1656.11,859.192,1047.25
1122345000,1654.75,859.397,1046.33
1122346800,1515.74,859.601,1042.83
1122348600,1376.83,859.714,1045
1122350400,1513.1,859.643,1050
1122352200,1649.13,859.611,1055.17
1122354000,1647.53,859.926,1060.25
1122355800,1646.36,860.282,1060.08
1122357600,1644.9,860.266,1052.42
1122359400,1644.09,860.191,1047.75
1122361200,1644.79,860.321,1051.5
1122363000,1645.4,860.189,1054.92
1122364800,1645.45,859.92,1054.33
1122366600,1645.11,859.879,1052
1122368400,1644.9,859.978,1057.17
1122370200,1644.61,860.213,1062.5
1122372000,1644.02,860.508,1061.58
1122373800,1644.1,860.909,1063
1122375600,1645.65,861.239,1063.58
1122377400,1511.45,861.35,1064.08
1122379200,1514.97,861.377,1057.33
1122381000,1655.35,861.485,1048.92
1122382800,1657.43,861.585,1039.67
1122384600,1658.38,861.653,1031.17
1122386400,1658.32,861.792,1034.92
1122388200,1657.19,861.754,1041.5
1122390000,1517.92,861.618,1041.58
1122391800,1516.84,861.454,1045.5
1122393600,1653.06,861.088,1054.17
1122395400,1650.54,860.64,1053.42
1122397200,1648.4,860.219,1051.33
1122399000,1646.46,859.835,1049.25
1122400800,1644.69,859.541,1051.08
1122402600,1642.7,859.433,1058.25
1122404400,1640.48,859.629,1058.42
1122406200,1638.67,859.879,1057.5
1122408000,1637.45,860.136,1056.25
1122409800,1636.67,860.577,1054.58
1122411600,1635.81,861.071,1055
1122413400,1634.47,861.222,1054.5
1122415200,1633.5,861.26,1054.58
1122417000,1634.08,861.631,1058.5
1122418800,1634.47,861.937,1062.83
1120608000,1648.56,861.375,1082.17
1120609800,1650,861.508,1076.42
1120611600,1650.54,861.585,1074.17
1120613400,1650.84,861.677,1076.67
1120615200,1652.21,861.84,1083.42
1120617000,1653.05,861.95,1087.42
1120618800,1514.75,861.783,1089.92
1120620600,1513.05,861.473,1091.83
1120622400,1649.67,861.274,1092.42
1120624200,1649.3,860.949,1091.58
1120626000,1649.33,860.547,1094.83
1120627800,1650.23,860.257,1095.75
1120629600,1650.76,860.005,1090.42
1120631400,1650.97,859.897,1090.08
1120633200,1651.77,859.819,1093.67
1120635000,1652.43,859.538,1093.67
1120636800,1653.15,859.202,1092.5
1120638600,1653.75,858.996,1097.33
1120640400,1653.93,858.763,1099.42
1120642200,1655.52,858.834,1098.33
1120644000,1657.28,858.912,1099.25
1120645800,1658.36,858.699,1098.75
1120647600,1660.06,858.528,1099
1120649400,1661.3,858.365,1101.33
1120651200,1661.26,858.241,1104
1120653000,1661.04,858.266,1101.83
1120654800,1661.47,858.44,1100.58
1120656600,1661.38,858.577,1104.17
1120658400,1660.31,858.658,1101.5
1120660200,1659.78,858.591,1100.92
1120662000,1660.47,858.28,1106.58
1120663800,1660.14,857.665,1106
1120665600,1659.1,856.917,1103
1120667400,1657.83,856.262,1102.67
1120669200,1655.76,855.823,1108.75
1120671000,1653.5,855.575,1114.08
1120672800,1651.85,855.439,1113
1120674600,1649.54,855.239,1113.67
1120676400,1646.58,855.068,1114.67
1120678200,1644.83,855.166,1114.17
1120680000,1643.12,855.174,1114.33
1120681800,1641.29,855.036,1117
1120683600,1640.14,854.924,1116
1120685400,1639.85,854.889,1115.42
1120687200,1639.83,854.93,1119.08
1120689000,1638.97,854.777,1119.92
1120690800,1638.59,854.637,1113.25
1121817600,1635.19,862.976,1034.42
1121819400,1636.04,863.052,1032.33
1121821200,1636.28,863.2,1037
1121823000,1636.85,863.3,1038.92
1121824800,1637.21,863.139,1043.58
1121826600,1638.05,862.976,1049.67
1121828400,1365.83,862.98,1048.75
1121830200,1366.27,863.072,1049
1121832000,1638.32,862.898,1051.58
1121833800,1637.16,862.545,1052
1121835600,1637.52,862.338,1054.42
1121837400,1638.18,862.111,1056.67
1121839200,1638.29,861.81,1057.5
1121841000,1638.73,861.573,1062.5
1121842800,1639.24,861.188,1062.67
1121844600,1638.65,860.619,1060.08
1121846400,1638.82,860.287,1063.75
1121848200,1638.91,860.063,1069.92
1121850000,1639.35,859.971,1074.17
1121851800,1640.62,859.999,1073
1121853600,1641.39,860.165,1069.75
1121855400,1641.98,860.474,1069.75
1121857200,1643.22,860.803,1072
1121859000,1645,860.947,1071.67
1121860800,1647.03,861.018,1070.25
1121862600,1649.85,861.129,1067.67
1121864400,1653.23,860.914,1058.83
1121866200,1657.66,860.7,1050
1121868000,1660.14,860.69,1048.42
1121869800,1661.8,860.761,1045.08
1121871600,1663.02,860.372,1045.25
1121873400,1661.72,859.745,1056.33
1121875200,1660.74,859.355,1060.58
1121877000,1659.61,858.893,1058.08
1121878800,1658.39,858.418,1062.83
1121880600,1657.19,858.08,1066.92
1121882400,1654.75,857.801,1066.17
1121884200,1652.02,857.585,1073.75
1121886000,1649.94,857.544,1081.08
1121887800,1646.79,857.485,1078.67
1121889600,1642.3,857.339,1074.5
1121891400,1637.51,857.318,1070.75
1121893200,1633.59,857.508,1068.67
1121895000,1631.31,857.757,1066.25
1121896800,1630.71,858,1066.08
1121898600,1630.96,858.21,1067.67
1121900400,1631.14,858.293,1071
1120694400,1639.4,854.119,1073.58
1120696200,1639.55,853.772,1078.25
1120698000,1640.25,853.444,1083
1120699800,1639.72,853.019,1086.25
