date,MagnM,Axym,Azrange,TminM,DminM,OType,Bmax,Bzmin,Vmax,Dstmin
56,2008.09.14 20:00:00,0.8,0.72,0.71,21,-0.22,9,11.7,-3.4,586.0,-30.0
57,2008.09.17 03:00:00,0.4,0.8,1.23,8,-0.15,9,6.9,-4.4,498.0,-31.0
58,2008.09.19 14:00:00,0.5,0.7,1.3,48,-0.13,9,5.5,-5.1,363.0,-17.0
59,2008.09.25 16:00:00,0.6,0.71,0.85,18,-0.13,9,7.8,-4.8,354.0,-9.0
60,2008.09.28 10:00:00,0.6,0.91,0.64,16,-0.19,9,6.2,-4.9,379.0,-7.0
61,2008.09.30 12:34:00,1.0,0.83,0.7,65,-0.19,1,8.4,-3.4,715.0,-27.0
62,2008.10.08 05:00:00,0.4,0.78,0.87,15,-0.19,9,5.8,-2.8,367.0,-5.0
63,2008.10.11 07:00:00,0.9,0.7,0.71,18,-0.23,9,13.9,-9.4,549.0,-54.0
64,2008.10.14 07:00:00,0.6,0.9,0.68,25,-0.18,9,5.6,-3.4,419.0,-33.0
65,2008.10.19 09:00:00,0.6,0.82,0.96,47,-0.18,9,7.9,-5.6,414.0,-18.0
66,2008.10.22 14:00:00,0.3,0.59,0.53,14,-0.15,9,6.8,-5.9,443.0,-13.0
67,2008.10.25 12:00:00,0.5,0.56,0.56,30,-0.15,9,7.0,-2.9,397.0,-7.0
68,2008.10.28 06:00:00,1.1,0.81,0.82,62,-0.22,9,13.5,-4.4,711.0,-22.0
69,2008.11.07 03:53:00,1.0,0.88,1.01,19,-0.2,3,11.1,-6.2,574.0,-29.0
70,2008.11.14 17:00:00,0.3,0.83,0.54,5,-0.17,9,6.0,-3.5,323.0,-5.0
71,2008.11.15 16:25:00,0.7,1.03,0.49,16,-0.21,1,13.1,-7.3,525.0,-29.0
72,2008.11.20 04:00:00,0.4,0.7,0.48,13,-0.16,9,5.5,-2.9,338.0,-5.0
73,2008.11.24 23:51:00,1.2,1.08,0.58,48,-0.35,1,21.9,-11.9,658.0,-12.0
74,2008.12.02 22:00:00,0.9,0.73,0.99,56,-0.15,9,9.4,-4.6,502.0,-14.0
75,2008.12.05 12:00:00,0.7,0.96,1.17,16,-0.2,9,11.1,-4.7,571.0,-26.0
76,2008.12.10 18:00:00,0.5,0.48,0.64,31,-0.14,9,7.1,-3.6,462.0,-7.0
77,2008.12.16 11:59:00,1.4,1.13,1.28,24,-0.25,1,9.6,-5.4,370.0,-15.0
78,2008.12.22 06:00:00,0.6,0.76,0.83,67,-0.23,9,11.6,-4.5,556.0,-11.0
79,2008.12.30 19:00:00,1.1,0.78,1.03,25,-0.19,9,12.5,-6.5,525.0,-17.0
0,2009.01.02 01:00:00,0.4,1.05,0.49,11,-0.11,9,6.9,-1.8,430.0,-17.0
1,2009.01.02 18:00:00,0.5,1.1,0.93,22,-0.19,9,7.2,-4.1,547.0,-19.0
2,2009.01.08 07:00:00,0.2,0.69,0.56,19,-0.13,9,5.5,-4.4,356.0,-7.0
3,2009.01.09 05:00:00,0.5,0.72,0.82,55,-0.16,9,6.8,-5.1,395.0,-17.0
4,2009.01.12 17:00:00,0.6,1.08,1.12,23,-0.2,9,8.3,-6.1,330.0,-19.0
5,2009.01.14 13:00:00,0.8,0.66,0.88,13,-0.16,9,7.8,-4.8,412.0,-19.0
6,2009.01.18 21:00:00,1.1,0.92,1.4,11,-0.31,9,12.2,-7.0,479.0,-19.0
7,2009.01.24 12:00:00,0.4,0.77,0.63,8,-0.16,9,4.3,-2.0,312.0,-4.0
8,2009.01.25 22:24:00,1.1,0.82,0.9,11,-0.31,3,10.6,-8.0,386.0,-29.0
9,2009.01.28 19:00:00,0.5,1.19,0.57,7,-0.15,9,6.1,-3.5,418.0,-15.0
10,2009.01.30 21:00:00,0.9,0.99,0.88,8,-0.21,9,9.0,-5.0,496.0,-14.0
11,2009.02.03 20:12:00,0.8,0.81,0.74,11,-0.19,1,11.2,-8.9,393.0,-42.0
12,2009.02.12 10:00:00,0.3,0.77,0.72,-1,-0.19,9,4.6,-3.1,346.0,-13.0
13,2009.02.14 01:00:00,1.0,0.66,1.2,25,-0.15,9,16.1,-6.9,589.0,-38.0
14,2009.02.20 20:12:00,0.9,0.8,0.62,33,-0.19,3,8.6,-3.8,467.0,-22.0
15,2009.02.23 15:00:00,0.6,1.11,0.68,7,-0.15,9,7.4,-5.4,473.0,-22.0
16,2009.02.26 23:00:00,0.6,0.97,1.13,25,-0.16,9,8.7,-3.9,689.0,-23.0
17,2009.03.03 06:02:00,0.4,1.06,0.51,7,-0.2,1,10.9,-5.5,390.0,-14.0
18,2009.03.08 01:00:00,0.4,0.65,0.98,12,-0.16,9,9.6,-4.1,444.0,-13.0
19,2009.03.10 06:00:00,0.5,0.47,0.61,22,-0.19,9,4.3,-2.7,345.0,-12.0
20,2009.03.11 22:00:00,0.7,0.96,0.51,18,-0.16,9,15.4,-2.3,381.0,-12.0
21,2009.03.12 22:00:00,0.7,0.7,0.49,32,-0.23,9,17.9,-11.5,566.0,-32.0
22,2009.03.20 18:00:00,1.0,1.0,1.05,57,-0.2,9,9.9,-7.4,438.0,-27.0
23,2009.03.23 16:00:00,0.7,0.87,0.63,5,-0.2,9,6.9,-5.0,497.0,-25.0
24,2009.04.05 00:00:00,0.5,0.67,0.67,19,-0.16,9,5.4,-3.8,418.0,-7.0
25,2009.04.08 01:00:00,0.3,0.55,0.54,0,-0.17,9,3.3,-2.7,361.0,-7.0
26,2009.04.08 18:00:00,0.8,0.6,0.86,33,-0.19,9,8.4,-4.2,559.0,-27.0
27,2009.04.14 07:00:00,0.8,0.68,0.85,48,-0.17,9,7.9,-3.2,358.0,-13.0
28,2009.04.16 12:00:00,0.8,1.29,0.8,37,-0.23,9,11.2,-4.9,537.0,-25.0
29,2009.04.24 00:53:00,0.7,0.66,0.57,22,-0.12,1,7.8,-3.7,432.0,-9.0
30,2009.04.26 05:00:00,0.6,0.73,0.81,18,-0.21,9,6.8,-3.3,401.0,-12.0
31,2009.05.02 10:00:00,0.4,1.02,0.65,45,-0.17,9,6.2,-2.3,375.0,-5.0
32,2009.05.06 00:00:00,0.7,1.03,0.79,54,-0.2,9,7.2,-3.1,518.0,-26.0
33,2009.05.13 14:00:00,0.3,0.6,0.53,16,-0.19,9,5.0,-3.4,348.0,-2.0
34,2009.05.14 11:53:00,0.9,1.05,1.1,28,-0.22,3,7.9,-6.5,394.0,-19.0
35,2009.05.16 01:00:00,0.5,0.88,0.65,8,-0.18,9,7.1,-3.3,392.0,-12.0
36,2009.05.20 14:00:00,0.6,0.86,0.67,27,-0.17,9,7.6,-3.9,396.0,-11.0
37,2009.05.28 05:19:00,0.9,0.81,0.87,32,-0.18,1,10.1,-6.0,440.0,-17.0
38,2009.06.03 08:00:00,1.2,1.09,0.89,35,-0.23,9,7.2,-5.0,340.0,-19.0
39,2009.06.07 08:00:00,0.5,0.91,0.53,18,-0.17,9,7.0,-3.3,382.0,-6.0
40,2009.06.09 17:00:00,0.4,0.78,0.56,3,-0.18,9,5.9,-2.5,362.0,-2.0
41,2009.06.13 20:00:00,0.6,0.9,1.23,12,-0.18,9,6.8,-4.5,331.0,-8.0
42,2009.06.16 14:00:00,0.5,0.85,0.86,62,-0.24,9,6.5,-2.3,332.0,-1.0
43,2009.06.20 04:51:00,0.5,1.2,1.03,65,-0.14,1,7.4,-3.4,353.0,-3.0
44,2009.06.23 21:00:00,1.0,0.76,0.72,51,-0.21,9,10.8,-3.0,499.0,-14.0
45,2009.06.27 14:00:00,0.6,1.06,1.08,15,-0.17,9,9.0,-6.8,425.0,-5.0
46,2009.06.28 18:00:00,0.7,0.56,0.67,31,-0.18,9,10.1,-9.5,561.0,-28.0
47,2009.07.03 11:00:00,0.5,0.91,0.99,6,-0.23,9,7.0,-3.1,371.0,-14.0
48,2009.07.06 15:00:00,0.9,1.35,0.85,33,-0.22,9,6.0,-3.9,393.0,-16.0
49,2009.07.09 17:00:00,0.5,0.75,0.91,57,-0.15,9,10.7,-3.2,467.0,-6.0
50,2009.07.13 09:00:00,0.7,0.96,0.87,26,-0.19,9,10.2,-5.4,540.0,-25.0
51,2009.07.20 05:00:00,0.6,0.96,0.91,29,-0.18,9,8.2,-5.4,339.0,-22.0
52,2009.07.22 01:00:00,1.3,0.98,0.94,7,-0.39,9,16.7,-15.5,575.0,-83.0
53,2009.07.30 06:00:00,0.9,0.67,0.84,8,-0.21,9,6.7,-6.2,420.0,-14.0
54,2009.08.05 08:00:00,1.2,0.86,1.22,22,-0.26,9,12.9,-7.0,506.0,-36.0
55,2009.08.07 15:55:00,0.7,0.89,0.6,11,-0.18,1,6.3,-3.3,517.0,-21.0
56,2009.08.09 10:00:00,0.7,0.76,0.64,9,-0.25,9,4.6,-2.7,466.0,-21.0
57,2009.08.19 06:00:00,0.7,0.85,0.73,42,-0.18,9,11.6,-7.0,559.0,-26.0
58,2009.08.30 02:21:00,0.5,0.79,0.81,10,-0.37,1,12.3,-7.1,471.0,-29.0
59,2009.09.03 15:52:00,0.7,0.77,0.7,18,-0.22,1,8.1,-3.8,492.0,-9.0
60,2009.09.10 02:00:00,0.6,1.25,0.62,29,-0.19,9,6.3,-5.0,308.0,-7.0
61,2009.09.11 19:00:00,0.4,0.71,0.84,9,-0.17,9,5.7,-5.4,309.0,-14.0
62,2009.09.13 12:00:00,0.9,0.77,1.16,27,-0.17,9,8.3,-6.1,438.0,-14.0
63,2009.09.15 14:00:00,0.3,0.82,0.9,8,-0.2,9,6.4,-3.7,469.0,-15.0
64,2009.09.20 13:00:00,0.7,0.93,1.09,19,-0.2,9,9.2,-6.2,467.0,-22.0
65,2009.09.26 11:00:00,0.9,1.14,0.81,22,-0.22,9,8.5,-6.8,344.0,-16.0
66,2009.09.28 06:49:00,0.5,0.68,1.17,12,-0.19,1,6.7,-4.0,339.0,-13.0
67,2009.09.30 01:00:00,0.5,1.05,0.81,12,-0.19,9,9.0,-3.4,360.0,-9.0
68,2009.10.04 04:12:00,0.8,0.95,0.55,17,-0.21,1,9.8,-2.4,416.0,-5.0
69,2009.10.11 00:29:00,0.6,0.87,0.79,28,-0.3,3,11.6,-3.0,459.0,-7.0
70,2009.10.12 11:00:00,0.4,0.86,1.05,4,-0.16,9,6.7,-3.1,377.0,-3.0
71,2009.10.15 06:00:00,0.4,0.82,0.61,20,-0.2,9,9.0,-3.2,433.0,-9.0
72,2009.10.17 13:00:00,0.2,0.4,0.51,0,-0.18,9,3.7,-1.6,332.0,-4.0
73,2009.10.18 18:00:00,0.4,0.61,0.61,15,-0.18,9,5.1,-4.2,320.0,-1.0
74,2009.10.22 00:17:00,1.3,0.92,1.27,24,-0.22,3,11.1,-7.3,398.0,-47.0
75,2009.10.24 16:50:00,0.6,0.62,1.17,17,-0.19,3,8.9,-5.1,466.0,-29.0
76,2009.10.29 05:00:00,0.6,0.83,0.66,6,-0.18,9,11.1,-5.9,384.0,-34.0
77,2009.10.30 10:00:00,0.4,0.96,0.89,3,-0.18,9,5.4,-3.7,374.0,-29.0
78,2009.11.01 03:00:00,0.5,1.02,0.68,21,-0.18,9,7.9,-3.6,365.0,-14.0
79,2009.11.02 13:00:00,0.6,0.66,0.6,12,-0.18,9,6.3,-3.6,352.0,-10.0
80,2009.11.08 04:00:00,0.6,1.02,1.08,3,-0.22,3,9.8,-7.6,440.0,-26.0
81,2009.11.13 20:00:00,0.7,0.68,0.95,23,-0.17,9,8.0,-5.9,372.0,-18.0
82,2009.11.19 16:00:00,0.3,0.72,0.62,14,-0.14,9,7.0,-3.9,404.0,-5.0
83,2009.11.20 17:00:00,0.6,0.67,0.63,18,-0.19,9,10.9,-5.9,554.0,-12.0
84,2009.11.24 12:52:00,0.6,0.66,0.83,25,-0.14,3,6.9,-3.6,459.0,-18.0
85,2009.11.26 07:00:00,0.7,0.73,0.82,12,-0.26,9,7.0,-5.0,426.0,-25.0
86,2009.12.05 06:51:00,0.9,0.96,0.85,67,-0.18,1,10.0,-5.0,420.0,-11.0
87,2009.12.12 05:00:00,0.4,0.74,0.67,18,-0.16,9,7.9,-4.7,296.0,-12.0
88,2009.12.14 05:00:00,0.7,0.84,0.7,32,-0.2,9,7.4,-6.1,347.0,-12.0
89,2009.12.17 09:00:00,0.8,0.98,1.11,36,-0.16,9,7.1,-3.0,442.0,-6.0
90,2009.12.21 21:00:00,0.7,0.97,0.67,43,-0.23,9,6.0,-3.5,385.0,-7.0
91,2009.12.24 04:00:00,0.3,0.87,0.69,1,-0.15,9,5.6,-1.7,442.0,-8.0
92,2009.12.25 17:00:00,0.6,0.95,0.71,32,-0.18,9,9.6,-2.8,413.0,-8.0
0,2010.01.01 18:00:00,0.8,0.81,0.56,18,-0.17,9,7.7,-5.2,304.0,-15.0
1,2010.01.04 02:00:00,0.5,1.06,0.71,24,-0.16,9,7.4,-4.8,336.0,-7.0
2,2010.01.08 22:00:00,0.2,0.98,0.44,4,-0.17,9,3.9,-2.8,301.0,-6.0
3,2010.01.09 11:00:00,0.7,1.08,0.74,40,-0.2,9,7.1,-3.9,314.0,-3.0
4,2010.01.11 06:00:00,0.4,0.86,0.79,14,-0.24,9,13.0,-3.2,510.0,-6.0
5,2010.01.12 23:00:00,0.7,0.88,0.54,44,-0.23,9,6.3,-2.6,515.0,-15.0
6,2010.01.18 09:00:00,0.4,0.75,0.94,42,-0.25,9,5.4,-2.6,348.0,-3.0
7,2010.01.20 11:00:00,1.8,0.88,1.37,61,-0.39,9,12.6,-7.2,517.0,-35.0
8,2010.01.29 22:00:00,0.5,0.85,0.71,42,-0.25,9,9.3,-5.6,451.0,-15.0
9,2010.02.01 06:00:00,0.9,0.96,0.95,47,-0.21,9,7.8,-4.5,565.0,-23.0
10,2010.02.06 05:00:00,0.7,1.36,1.16,10,-0.16,9,8.7,-3.9,374.0,-20.0
11,2010.02.07 15:00:00,1.1,1.12,1.01,15,-0.24,3,10.7,-3.9,406.0,-22.0
12,2010.02.11 01:00:00,1.8,1.26,1.19,44,-0.31,9,9.8,-5.6,379.0,-29.0
13,2010.02.14 13:00:00,0.7,1.26,1.97,6,-0.25,9,9.9,-7.5,319.0,-58.0
14,2010.02.15 18:00:00,1.1,0.98,1.97,30,-0.22,9,13.3,-8.6,368.0,-58.0
15,2010.02.17 23:00:00,0.7,1.37,0.87,11,-0.19,9,8.9,-4.5,493.0,-22.0
16,2010.02.19 15:00:00,1.1,1.43,1.04,33,-0.21,9,7.7,-5.8,503.0,-11.0
17,2010.02.25 17:07:00,0.4,1.18,0.71,0,-0.19,3,7.3,-4.1,401.0,-13.0
18,2010.02.27 14:00:00,0.6,1.03,0.95,20,-0.21,9,6.3,-3.8,345.0,-5.0
19,2010.03.01 08:00:00,0.5,0.55,0.78,55,-0.19,9,10.1,-5.5,455.0,-23.0
20,2010.03.06 18:00:00,0.8,0.95,1.16,11,-0.31,9,9.7,-4.9,424.0,-18.0
21,2010.03.10 05:00:00,1.3,0.94,0.89,48,-0.28,9,9.2,-5.0,558.0,-30.0
22,2010.03.14 00:00:00,0.7,0.8,0.91,9,-0.3,9,6.0,-3.8,457.0,-17.0
23,2010.03.16 07:00:00,1.2,1.06,0.95,43,-0.22,9,7.9,-4.1,500.0,-20.0
24,2010.03.19 22:00:00,0.5,0.86,0.67,2,-0.22,9,6.5,-3.9,417.0,-15.0
25,2010.03.21 13:00:00,0.5,0.82,0.76,18,-0.22,9,4.7,-2.2,384.0,-6.0
26,2010.03.24 13:00:00,0.4,0.6,0.61,14,-0.18,9,6.2,-4.1,313.0,-6.0
27,2010.03.25 08:00:00,0.8,1.1,0.72,14,-0.21,9,11.0,-4.0,410.0,-6.0
28,2010.03.26 22:00:00,0.9,0.92,0.75,30,-0.18,9,8.9,-3.9,443.0,-26.0
29,2010.03.31 19:00:00,0.8,0.73,2.28,30,-0.22,9,8.9,-6.0,448.0,-30.0
30,2010.04.02 07:15:00,0.9,1.54,1.53,14,-0.17,1,8.7,-5.5,543.0,-19.0
31,2010.04.05 08:26:00,3.1,1.64,1.34,18,-0.66,1,18.8,-7.4,814.0,-76.0
32,2010.04.06 14:00:00,1.1,1.02,0.94,-2,-0.19,9,8.5,-5.8,635.0,-81.0
33,2010.04.09 18:00:00,0.4,1.02,1.06,8,-0.32,9,5.3,-1.0,468.0,-27.0
34,2010.04.11 13:04:00,1.6,0.87,2.13,15,-0.26,1,12.1,-4.6,457.0,-67.0
35,2010.04.14 05:00:00,1.3,1.01,0.81,29,-0.24,9,12.3,-9.9,515.0,-23.0
36,2010.04.16 12:00:00,0.6,1.0,1.02,33,-0.26,9,5.4,-2.3,463.0,-10.0
37,2010.04.20 20:00:00,0.6,0.47,0.44,9,-0.22,9,6.4,-3.3,363.0,-11.0
38,2010.04.21 13:00:00,1.4,0.94,1.18,51,-0.49,9,9.1,-7.0,459.0,-21.0
39,2010.04.26 12:00:00,1.0,1.21,0.94,44,-0.27,9,6.4,-3.4,379.0,-1.0
40,2010.04.28 20:00:00,0.8,0.47,0.88,14,-0.3,9,8.1,-6.0,375.0,-2.0
41,2010.04.29 20:00:00,0.9,0.92,1.2,14,-0.36,9,4.8,-2.7,402.0,-14.0
42,2010.05.02 05:00:00,1.3,0.88,0.78,34,-0.36,9,17.4,-8.3,720.0,-66.0
43,2010.05.10 18:00:00,0.3,0.51,0.42,20,-0.23,9,7.2,-2.7,398.0,-8.0
44,2010.05.12 02:00:00,0.7,0.76,0.62,16,-0.25,9,8.3,-3.1,495.0,-13.0
45,2010.05.14 22:00:00,0.5,0.94,0.7,6,-0.26,9,6.2,-3.8,406.0,-31.0
46,2010.05.18 07:00:00,0.5,0.79,0.78,20,-0.16,9,10.5,-6.5,365.0,-31.0
47,2010.05.19 09:00:00,1.1,0.72,0.56,36,-0.24,9,12.9,-3.2,510.0,-19.0
48,2010.05.25 19:00:00,0.9,1.47,1.06,11,-0.26,9,7.6,-2.5,363.0,-4.0
49,2010.05.28 02:57:00,2.7,1.96,1.14,33,-0.55,1,14.4,-13.8,385.0,-80.0
50,2010.05.29 23:00:00,0.8,1.25,0.58,18,-0.23,9,13.5,-7.4,616.0,-58.0
51,2010.06.03 06:00:00,1.2,1.18,1.53,18,-0.31,9,7.4,-5.7,578.0,-53.0
52,2010.06.08 01:00:00,0.5,1.28,0.76,17,-0.17,9,4.9,-1.4,432.0,-13.0
53,2010.06.10 00:00:00,0.5,0.87,0.69,23,-0.17,9,9.4,-3.4,464.0,-11.0
54,2010.06.13 04:00:00,0.5,0.89,0.68,2,-0.2,9,6.5,-3.0,436.0,-14.0
55,2010.06.15 09:00:00,0.8,0.9,0.51,21,-0.22,9,10.7,-5.0,571.0,-36.0
56,2010.06.17 11:00:00,0.4,0.99,0.52,11,-0.21,9,4.9,-2.5,551.0,-21.0
57,2010.06.20 21:00:00,1.2,1.39,1.06,26,-0.19,9,7.5,-3.0,404.0,-7.0
58,2010.06.25 12:00:00,1.0,0.77,0.93,50,-0.22,9,10.2,-7.0,544.0,-28.0
59,2010.06.29 20:00:00,0.6,0.98,0.74,71,-0.22,9,10.2,-3.1,698.0,-27.0
60,2010.07.04 01:00:00,0.5,0.74,0.8,3,-0.19,9,3.7,-2.2,607.0,-15.0
61,2010.07.08 15:00:00,0.5,1.17,0.91,10,-0.19,9,6.0,-4.1,347.0,-14.0
62,2010.07.10 10:00:00,0.3,0.92,0.95,1,-0.19,9,5.1,-4.0,342.0,-10.0
63,2010.07.14 01:00:00,1.1,1.5,0.71,30,-0.29,9,16.1,-14.4,466.0,-21.0
64,2010.07.20 21:00:00,0.4,0.72,0.76,53,-0.22,9,6.1,-3.3,366.0,-12.0
65,2010.07.23 05:00:00,0.9,0.74,0.7,19,-0.14,9,9.7,-3.3,414.0,-12.0
66,2010.07.25 01:00:00,0.3,0.44,0.5,6,-0.12,9,7.7,-4.0,456.0,-10.0
67,2010.07.26 22:00:00,0.7,0.78,0.7,31,-0.25,9,8.8,-4.3,691.0,-31.0
68,2010.08.03 02:00:00,0.6,0.84,0.45,7,-0.19,9,5.3,-3.7,435.0,-17.0
69,2010.08.03 17:41:00,3.7,1.78,2.47,11,-0.85,1,17.3,-10.4,598.0,-74.0
70,2010.08.04 10:19:00,0.6,0.99,0.62,0,-0.4,1,13.7,-8.2,598.0,-74.0
71,2010.08.05 09:00:00,0.7,1.06,0.9,-1,-0.21,9,4.7,-2.8,532.0,-53.0
72,2010.08.08 05:00:00,0.4,0.45,0.8,0,-0.17,9,7.1,-3.2,413.0,-29.0
73,2010.08.09 09:00:00,0.7,0.73,0.91,-2,-0.18,9,6.9,-4.2,466.0,-24.0
74,2010.08.10 19:00:00,0.7,1.0,0.53,33,-0.17,9,5.9,-3.3,492.0,-20.0
75,2010.08.13 12:00:00,0.4,0.57,0.76,14,-0.16,9,6.9,-3.3,446.0,-16.0
76,2010.08.16 01:00:00,0.5,0.77,0.86,8,-0.22,9,6.2,-3.0,398.0,-16.0
77,2010.08.18 00:00:00,0.7,1.23,0.74,26,-0.2,9,5.4,-2.8,380.0,-12.0
78,2010.08.20 04:00:00,0.7,1.24,1.03,38,-0.18,9,5.5,-2.8,321.0,-9.0
79,2010.08.23 04:00:00,1.2,0.84,1.23,52,-0.33,9,18.9,-6.9,693.0,-34.0
80,2010.09.01 01:00:00,0.7,1.16,0.52,0,-0.55,9,10.1,-5.0,423.0,-14.0
81,2010.09.02 01:00:00,0.3,1.17,0.98,-2,-0.16,9,10.1,-5.0,447.0,-15.0
82,2010.09.05 15:00:00,0.7,0.97,1.09,32,-0.2,9,8.8,-5.3,393.0,-16.0
83,2010.09.07 02:00:00,0.8,0.82,1.41,41,-0.26,9,7.4,-4.8,501.0,-33.0
84,2010.09.09 12:00:00,0.7,1.62,1.29,11,-0.19,9,7.9,-3.5,461.0,-15.0
85,2010.09.13 01:00:00,0.6,1.37,1.08,4,-0.24,9,6.5,-5.7,322.0,-9.0
86,2010.09.14 07:00:00,1.2,1.43,1.08,33,-0.25,9,9.9,-5.7,408.0,-23.0
87,2010.09.16 01:00:00,1.3,1.03,2.01,23,-0.23,9,9.3,-4.6,493.0,-21.0
88,2010.09.20 19:00:00,0.3,0.75,0.49,23,-0.16,9,8.6,-3.1,445.0,-16.0
89,2010.09.22 01:00:00,0.3,0.58,0.78,3,-0.14,9,4.9,-0.6,388.0,-9.0
90,2010.09.23 02:00:00,0.9,1.13,0.91,29,-0.2,9,12.2,-6.7,631.0,-32.0
91,2010.09.27 23:00:00,0.8,0.89,1.02,9,-0.15,9,6.8,-5.2,563.0,-27.0
92,2010.10.04 17:00:00,1.7,1.42,1.32,50,-0.25,9,7.4,-4.4,342.0,-23.0
93,2010.10.07 12:00:00,0.6,0.76,0.73,13,-0.18,9,6.7,-5.5,368.0,-23.0
94,2010.10.11 05:00:00,1.5,0.87,1.84,15,-0.2,9,13.6,-12.6,447.0,-80.0
95,2010.10.13 05:00:00,0.3,0.62,0.89,0,-0.13,9,4.5,-1.7,383.0,-23.0
96,2010.10.15 02:00:00,0.6,0.53,0.82,43,-0.17,9,8.2,-4.4,356.0,-21.0
97,2010.10.17 00:00:00,0.7,0.85,0.72,4,-0.23,9,10.0,-6.2,408.0,-40.0
98,2010.10.18 22:00:00,0.8,0.95,0.62,23,-0.2,9,10.1,-5.0,456.0,-20.0
99,2010.10.22 09:00:00,1.8,0.66,1.03,37,-0.21,9,9.3,-4.8,676.0,-35.0
100,2010.10.30 10:13:00,1.9,1.74,1.44,36,-0.36,1,11.7,-3.5,387.0,-14.0
101,2010.11.05 14:00:00,0.3,0.83,0.89,4,-0.19,9,5.6,-2.5,364.0,-8.0
102,2010.11.08 07:52:00,0.6,0.89,0.59,19,-0.29,1,11.4,-3.7,364.0,-10.0
103,2010.11.10 17:43:00,1.4,0.86,1.54,29,-0.28,1,11.3,-7.8,546.0,-39.0
104,2010.11.13 20:00:00,1.3,0.78,0.85,35,-0.22,9,8.2,-3.2,640.0,-25.0
105,2010.11.16 02:00:00,0.3,0.58,1.71,6,-0.13,9,6.5,-2.6,617.0,-25.0
106,2010.11.18 05:00:00,0.7,0.92,1.1,13,-0.21,9,8.0,-3.8,562.0,-15.0
107,2010.11.19 22:00:00,0.8,1.02,0.74,7,-0.16,9,8.8,-4.5,419.0,-12.0
108,2010.11.22 07:00:00,0.9,0.62,0.69,61,-0.27,9,8.0,-4.0,493.0,-18.0
109,2010.11.27 14:00:00,1.1,0.77,1.32,21,-0.25,9,14.5,-4.9,478.0,-17.0
110,2010.11.30 10:00:00,0.6,0.92,0.84,4,-0.13,9,4.8,-3.0,382.0,-17.0
111,2010.12.06 10:00:00,0.6,0.54,1.02,13,-0.23,9,9.0,-5.6,412.0,-16.0
112,2010.12.12 14:00:00,2.6,1.27,0.76,56,-0.26,9,12.0,-5.2,660.0,-22.0
113,2010.12.16 22:00:00,0.6,0.88,1.29,-1,-0.18,9,5.4,-2.1,507.0,-15.0
114,2010.12.19 01:00:00,0.3,0.93,0.7,1,-0.15,9,4.5,-2.1,403.0,-14.0
115,2010.12.19 21:32:00,0.6,1.19,0.5,20,-0.19,1,8.9,-6.7,404.0,-35.0
116,2010.12.21 00:00:00,0.6,1.38,0.94,-2,-0.16,9,5.6,-2.3,415.0,-24.0
117,2010.12.23 18:00:00,0.7,1.21,0.99,7,-0.21,9,5.1,-3.4,337.0,-9.0
118,2010.12.25 12:00:00,0.5,0.87,0.76,32,-0.32,9,9.3,-3.6,418.0,-10.0
119,2010.12.28 01:00:00,1.1,0.73,0.85,20,-0.15,9,13.2,-10.8,377.0,-43.0
120,2010.12.29 04:00:00,0.4,0.85,0.56,0,-0.23,9,6.3,-1.9,424.0,-30.0
121,2010.12.30 14:00:00,0.6,0.81,0.73,16,-0.22,9,7.3,-3.7,366.0,-24.0
0,2011.01.02 01:00:00,0.4,0.58,0.61,22,-0.19,9,7.6,-3.5,362.0,-15.0
1,2011.01.03 11:00:00,0.4,0.69,0.56,12,-0.19,9,9.3,-4.4,426.0,-9.0
2,2011.01.06 16:00:00,0.8,0.85,0.79,27,-0.25,9,13.8,-9.1,639.0,-38.0
3,2011.01.11 21:00:00,0.4,0.51,0.8,8,-0.21,9,6.1,-2.2,506.0,-19.0
4,2011.01.13 11:00:00,1.2,0.8,1.14,16,-0.24,9,7.7,-3.9,561.0,-26.0
5,2011.01.15 03:00:00,0.5,0.88,1.15,4,-0.12,9,5.7,-2.0,502.0,-16.0
6,2011.01.16 12:00:00,0.6,0.75,1.09,14,-0.19,9,6.6,-2.2,520.0,-10.0
7,2011.01.18 15:00:00,0.5,0.56,0.64,31,-0.24,9,5.7,-3.1,530.0,-13.0
8,2011.01.21 10:00:00,0.4,0.58,0.65,11,-0.18,9,5.9,-2.7,410.0,-7.0
9,2011.01.24 05:00:00,0.6,0.82,1.11,12,-0.2,9,7.8,-4.1,396.0,-11.0
10,2011.01.28 17:00:00,0.4,0.89,0.73,51,-0.24,9,7.5,-3.4,318.0,-4.0
11,2011.01.30 23:00:00,0.3,1.1,1.7,2,-0.17,9,6.9,-0.9,279.0,-21.0
12,2011.01.31 16:00:00,1.0,1.1,1.65,37,-0.26,9,12.7,-5.6,525.0,-21.0
13,2011.02.04 02:40:00,1.0,0.97,0.97,12,-0.2,1,14.5,-6.8,414.0,-7.0
14,2011.02.04 20:00:00,1.3,0.74,0.97,3,-0.51,9,21.0,-16.7,647.0,-63.0
15,2011.02.08 03:00:00,0.6,0.95,1.01,16,-0.17,9,3.9,-2.0,448.0,-23.0
16,2011.02.10 02:00:00,0.5,0.8,1.03,34,-0.16,9,6.7,-4.1,433.0,-11.0
17,2011.02.14 15:55:00,1.3,1.09,0.89,22,-0.36,1,18.8,-13.2,497.0,-40.0
18,2011.02.18 01:30:00,4.7,1.55,1.77,7,-1.2,1,31.0,-5.5,691.0,-30.0
