Date,ScalerCorr,error,pressure,activeSD
1119125400,3193.06,0,1731.11,2214.67
1119125700,3192.91,0,1731.04,2215.67
1119126000,3192.78,0,1730.99,2214
1119126300,3192.53,0,1730.94,2214
1119126600,3192.3,0,1730.88,2211.67
1119126900,3192.61,0,1730.83,2206.67
1119127200,3192.86,0,1730.79,2200
1119127500,3193.43,0,1730.77,2198.67
1119127800,3193.31,0,1730.76,2200.67
1119128100,3193.38,0,1730.76,2197
1119128400,3194.09,0,1730.76,2197.33
1119128700,3194.31,0,1730.75,2201.33
1119129000,3194.06,0,1730.71,2204.67
1119129300,3194.03,0,1730.66,2204.67
1119129600,3193.81,0,1730.6,2205
1119129900,3193.61,0,1730.54,2206.67
1119130200,3192.98,0,1730.5,2202
1119130500,3192.57,0,1730.47,2201
1119130800,3192.48,0,1730.47,2199.33
1119131100,3192.24,0,1730.48,2200.33
1119131400,3192.25,0,1730.49,2195.33
1119131700,3192.57,0,1730.49,2194
1119132000,3192.41,0,1730.5,2197
1119132300,3192.42,0,1730.52,2198.33
1119132600,3192.6,0,1730.58,2202.33
1119132900,3192.56,0,1730.66,2204.67
1119133200,3192.62,0,1730.73,2208.33
1119133500,3192.25,0,1730.81,2212.67
1119133800,3192.23,0,1730.88,2214.67
1119134100,3191.98,0,1730.94,2210.33
1119134400,3191.91,0,1730.98,2206.33
1119134700,3191.65,0,1731,2202.33
1119135000,3191.18,0,1731,2197
1119135300,3190.9,0,1731.01,2193.33
1119135600,3190.85,0,1731.04,2193.33
1119135900,3190.39,0,1731.06,2195.67
1119136200,3189.77,0,1731.04,2195.33
1119136500,3189.46,0,1731.01,2198.67
1119136800,3189.61,0,1731.04,2200
1119137100,3189.55,0,1731.07,2205.67
1119137400,3189.11,0,1731.08,2205.33
1119137700,1594.36,0,865.485,1097
1119138000,1594.91,0,865.485,1103
1119138300,1595.17,0,865.55,1098
1119138600,1594.62,0,865.58,1113
1119138900,1594.11,0,865.58,1104
1118707200,3281.11,0,1736.02,2141
1118707500,3280.73,0,1735.99,2129.67
1118707800,3280.88,0,1735.9,2133.33
1118708100,3280.42,0,1735.77,2140.33
1118708400,3279.68,0,1735.66,2143.33
1118708700,3279.34,0,1735.57,2144.33
1118709000,3279.8,0,1735.55,2151.33
1118709300,3280.09,0,1735.58,2154.67
1118709600,3280.34,0,1735.68,2158
1118709900,3281.03,0,1735.81,2161.33
1118710200,3281.7,0,1735.94,2165.67
1118710500,3281.91,0,1736.05,2168.33
1118710800,3282.04,0,1736.14,2167.33
1118711100,3282.61,0,1736.22,2164.33
1118711400,3283.14,0,1736.29,2165
1118711700,3283.11,0,1736.33,2163.67
1118712000,3283.17,0,1736.32,2162
1118712300,3283.23,0,1736.27,2164.67
1118712600,3283.27,0,1736.2,2167
1118712900,3282.61,0,1736.1,2169.67
1118713200,3282.26,0,1735.96,2161.67
1118713500,3282.54,0,1735.83,2164
1118713800,3282.89,0,1735.75,2165
1118714100,3283.32,0,1735.68,2164
1118714400,3283.33,0,1735.58,2162.33
1118714700,3283.35,0,1735.46,2161.67
1118715000,3283.28,0,1735.33,2168.33
1118715300,3282.93,0,1735.19,2167
1118715600,3282.59,0,1734.99,2168
1118715900,3282.22,0,1734.79,2173.33
1118716200,3282.45,0,1734.62,2176
1118716500,3283.04,0,1734.47,2183
1118716800,3283.69,0,1734.37,2188
1118717100,3284.28,0,1734.3,2195
1118717400,3284.44,0,1734.26,2200.33
1118717700,3284.63,0,1734.26,2197
1118718000,3284.73,0,1734.28,2198.33
1118718300,3284.93,0,1734.31,2197
1118718600,3284.75,0,1734.3,2200.33
1118718900,3284.35,0,1734.26,2198
1118719200,3284.26,0,1734.21,2198
1118719500,3284.14,0,1734.16,2198.67
1118719800,3283.95,0,1734.12,2200
1118720100,3283.5,0,1734.07,2200
1118720400,3283.13,0,1733.99,2195.67
1118720700,3282.79,0,1733.89,2197.33
1118721000,3282.36,0,1733.79,2196
1118721300,3282.03,0,1733.69,2195.33
1118721600,3282.19,0,1733.6,2193
1118721900,3282.17,0,1733.53,2190.33
1118722200,3282.22,0,1733.48,2190
1118722500,3282.45,0,1733.45,2186
1118722800,3282.78,0,1733.44,2185.67
1118723100,3283.22,0,1733.42,2186.33
1118723400,3282.91,0,1733.36,2189.33
1118723700,3282.77,0,1733.28,2194.67
1118724000,3282.73,0,1733.19,2195
1118724300,3282.55,0,1733.08,2196.33
1118724600,3282.14,0,1732.91,2197
1118724900,3281.4,0,1732.71,2197.33
1118725200,3280.96,0,1732.5,2194.67
1118725500,3280.69,0,1732.3,2192
1118725800,3280.16,0,1732.09,2192
1118726100,3279.87,0,1731.9,2193.67
1118726400,3279.72,0,1731.76,2196
1118726700,3280.02,0,1731.63,2197.67
1118727000,3280.16,0,1731.49,2197.67
1118727300,3280.28,0,1731.33,2201.33
1118727600,3280.44,0,1731.14,2202
1118727900,3280.85,0,1730.93,2200.67
1118728200,3280.97,0,1730.7,2196
1118728500,3280.99,0,1730.48,2197
1118728800,3281.33,0,1730.3,2199
1118729100,3281.97,0,1730.17,2197.33
1118729400,3282.62,0,1730.09,2196
1118729700,3282.89,0,1730.05,2198.67
1118730000,3283.45,0,1730.04,2198.67
1118730300,3283.88,0,1730.02,2199
