DATE,TSMB,ATHN,MXCO,ROME,OULU
2008-02-19 00:00:00,333.811, 56.415,228.581,   null,109.877
2008-02-20 00:00:00,334.083, 56.449,228.847,   null,109.989
2008-02-21 00:00:00,334.479, 56.567,229.149,   null,110.126
2008-02-22 00:00:00,335.048, 56.660,229.373,   null,110.515
2008-02-23 00:00:00,335.325, 56.750,229.700,   null,110.502
2008-02-24 00:00:00,335.338, 56.789,229.917,   null,110.118
2008-02-25 00:00:00,335.231, 56.763,229.860,   null,109.855
2008-02-26 00:00:00,335.147, 56.753,229.956,   null,110.112
2008-02-27 00:00:00,335.494, 56.912,230.071,   null,110.549
2008-02-28 00:00:00,334.510, 56.620,229.035,   null,110.006
2008-02-29 00:00:00,333.654, 56.513,228.218,   null,109.571
2008-03-01 00:00:00,333.172, 56.411,227.978,   null,109.083
2008-03-02 00:00:00,333.025, 56.406,227.835,   null,109.037
2008-03-03 00:00:00,333.092, 56.517,228.244,   null,109.158
2008-03-04 00:00:00,333.372, 56.416,228.627,   null,109.463
2008-03-05 00:00:00,333.977, 56.339,228.571,   null,109.270
2008-03-06 00:00:00,334.238, 56.342,228.340,   null,109.440
2008-03-07 00:00:00,333.796, 56.485,228.630,   null,109.629
2008-03-08 00:00:00,333.154, 56.330,228.214,   null,109.078
2008-03-09 00:00:00,333.637, 56.273,228.281,   null,108.269
2008-03-10 00:00:00,332.228, 56.105,227.049,   null,108.423
2008-03-11 00:00:00,332.066, 56.230,227.376,   null,108.692
2008-03-12 00:00:00,332.118, 56.166,227.449,   null,109.026
2008-03-13 00:00:00,332.634, 56.119,227.698,   null,109.237
2008-03-14 00:00:00,331.928, 56.198,228.096,   null,109.612
2008-03-15 00:00:00,332.934, 56.323,228.456,   null,109.821
2008-03-16 00:00:00,332.910, 56.384,228.600,   null,109.988
2008-03-17 00:00:00,333.430, 56.428,229.170,   null,110.086
2008-03-18 00:00:00,332.838, 56.443,228.966,   null,109.976
2008-03-19 00:00:00,332.978, 56.327,229.038,   null,110.060
2008-03-20 00:00:00,333.766, 56.466,229.336,   null,110.817
2008-03-21 00:00:00,334.197, 56.526,229.679,   null,110.884
2008-03-22 00:00:00,334.043, 56.498,229.481,   null,110.657
2008-03-23 00:00:00,334.755, 56.541,230.094,   null,110.538
2008-03-24 00:00:00,334.416, 56.606,229.505,   null,110.765
2008-03-25 00:00:00,334.914, 56.582,229.162,   null,110.805
2008-03-26 00:00:00,335.050, 56.675,229.507,   null,110.583
2008-03-27 00:00:00,334.463, 56.606,228.982,   null,109.940
2008-03-28 00:00:00,333.123, 56.485,228.032,   null,109.401
2008-03-29 00:00:00,332.367, 56.121,227.922,   null,108.926
2008-03-30 00:00:00,332.207, 56.033,227.525,   null,108.824
2008-03-31 00:00:00,331.945, 56.220,228.120,   null,108.837
2008-04-01 00:00:00,   null, 56.272,229.082,   null,109.291
2008-04-02 00:00:00,   null, 56.451,229.758,   null,109.670
2008-04-03 00:00:00,333.717, 56.347,229.390,   null,109.699
2008-04-04 00:00:00,334.207, 56.259,229.186,   null,109.692
2008-04-05 00:00:00,334.108, 56.235,228.916,   null,109.433
2008-04-06 00:00:00,333.751, 56.342,228.883,   null,109.387
2008-04-07 00:00:00,333.409, 56.177,228.861,   null,109.127
2008-04-08 00:00:00,333.273, 56.152,228.535,   null,109.216
2008-04-09 00:00:00,333.558, 56.162,228.393,   null,109.004
2008-04-10 00:00:00,333.187, 55.972,228.529,   null,109.254
2008-04-11 00:00:00,333.540, 56.076,228.930,   null,109.495
2008-04-12 00:00:00,333.358, 56.188,228.967,   null,109.510
2008-04-13 00:00:00,333.566, 56.271,228.439,   null,109.546
2008-04-14 00:00:00,334.118, 56.348,228.691,   null,109.882
2008-04-15 00:00:00,334.347, 56.417,228.828,   null,110.206
2008-04-16 00:00:00,335.003, 56.519,229.086,   null,110.048
2008-04-17 00:00:00,334.934, 56.461,229.326,   null,110.194
2008-04-18 00:00:00,334.828, 56.410,229.397,   null,110.357
2008-04-19 00:00:00,334.947, 56.354,229.583,   null,110.589
2008-04-20 00:00:00,335.380, 56.379,229.728,   null,110.596
2008-04-21 00:00:00,335.913, 56.474,230.009,   null,110.708
2008-04-22 00:00:00,336.303, 56.497,230.290,   null,111.208
2008-04-23 00:00:00,336.032, 56.594,230.244,   null,110.216
2008-04-24 00:00:00,334.693, 56.413,228.567,   null,109.747
2008-04-25 00:00:00,334.101, 56.322,228.581,   null,109.545
2008-04-26 00:00:00,334.245, 56.466,228.864,   null,109.628
2008-04-27 00:00:00,334.642, 56.398,228.532,   null,109.680
2008-04-28 00:00:00,334.335, 56.376,227.886,   null,109.531
2008-04-29 00:00:00,334.513, 56.290,227.325,   null,109.424
2008-04-30 00:00:00,334.972, 56.398,227.607,   null,109.386
2008-05-01 00:00:00,334.182, 56.080,227.468,   null,109.152
2008-05-02 00:00:00,333.235, 56.000,226.962,   null,108.676
2008-05-03 00:00:00,333.164, 56.002,226.990,   null,108.952
2008-05-04 00:00:00,333.378, 56.040,227.016,   null,108.757
2008-05-05 00:00:00,333.481, 56.099,227.292,   null,109.205
2008-05-06 00:00:00,333.208, 56.115,227.538,   null,109.347
2008-05-07 00:00:00,333.012, 56.181,227.612,   null,109.353
2008-05-08 00:00:00,333.152, 56.278,119.337,   null,109.619
2008-05-09 00:00:00,333.891, 56.262,226.463,   null,109.674
2008-05-10 00:00:00,334.088, 56.227,226.931,   null,109.845
2008-05-11 00:00:00,334.405, 56.377,227.410,   null,110.052
2008-05-12 00:00:00,334.403, 56.209,227.241,   null,110.228
2008-05-13 00:00:00,334.823, 56.333,227.539,   null,110.460
2008-05-14 00:00:00,335.264, 56.369,227.396,   null,110.491
2008-05-15 00:00:00,334.643, 56.128,227.272,   null,110.472
2008-05-16 00:00:00,335.145, 56.330,227.787,   null,110.559
2008-05-17 00:00:00,335.289, 56.421,228.033,   null,110.579
2008-05-18 00:00:00,335.236, 56.453,227.823,   null,110.778
2008-05-19 00:00:00,335.691, 56.598,226.416,   null,110.759
2008-05-20 00:00:00,335.207, 56.458,227.761,   null,110.444
2008-05-21 00:00:00,334.340, 56.177,226.517,   null,109.708
2008-05-22 00:00:00,332.876, 56.212,226.400,   null,109.002
2008-05-23 00:00:00,333.538, 56.128,226.906,   null,109.093
2008-05-24 00:00:00,333.549, 56.160,227.064,   null,108.927
2008-05-25 00:00:00,333.847, 56.177,227.447,   null,109.201
2008-05-26 00:00:00,334.404, 56.257,228.068,   null,109.504
2008-05-27 00:00:00,334.831, 56.510,228.699,   null,110.011
2008-05-28 00:00:00,334.479, 56.446,228.336,   null,109.312
2008-05-29 00:00:00,333.836, 56.394,227.805,   null,109.191
2008-05-30 00:00:00,333.315, 56.214,226.758,   null,108.625
2008-05-31 00:00:00,332.654, 56.119,226.764,   null,108.537
2008-06-01 00:00:00,332.868, 56.133,226.369,   null,108.457
2008-06-02 00:00:00,333.758, 56.253,226.281,   null,109.009
2008-06-03 00:00:00,333.943, 56.283,226.875,   null,109.298
2008-06-04 00:00:00,334.357, 56.393,227.251,   null,109.540
2008-06-05 00:00:00,334.582, 56.345,227.686,   null,109.851
2008-06-06 00:00:00,335.182, 56.420,227.603,   null,109.962
2008-06-07 00:00:00,335.189, 56.409,226.925,   null,109.702
2008-06-08 00:00:00,335.067, 56.547,226.681,   null,109.894
2008-06-09 00:00:00,335.106, 56.525,226.973,   null,110.258
2008-06-10 00:00:00,334.964, 56.518,226.904,   null,110.434
2008-06-11 00:00:00,335.317, 56.618,227.130,   null,110.666
2008-06-12 00:00:00,335.595, 56.650,227.112,   null,110.780
2008-06-13 00:00:00,335.807, 56.674,227.154,   null,110.807
2008-06-14 00:00:00,336.265, 56.630,227.552,   null,110.822
2008-06-15 00:00:00,334.642, 56.532,226.251,   null,109.561
2008-06-16 00:00:00,333.475, 56.210,225.396,   null,108.880
2008-06-17 00:00:00,333.546, 56.228,225.478,   null,108.950
2008-06-18 00:00:00,333.975, 56.329,225.953,   null,108.809
2008-06-19 00:00:00,334.050, 56.348,226.221,   null,108.946
2008-06-20 00:00:00,334.308, 56.453,226.984,   null,109.114
2008-06-21 00:00:00,335.039, 56.471,227.573,   null,109.646
2008-06-22 00:00:00,335.311, 56.558,228.243,   null,109.788
2008-06-23 00:00:00,335.676, 56.641,227.978,   null,110.046
2008-06-24 00:00:00,336.442, 56.773,228.222,   null,110.402
2008-06-25 00:00:00,336.784, 56.851,228.637,   null,110.354
2008-06-26 00:00:00,334.439, 56.282,226.155,   null,109.321
2008-06-27 00:00:00,334.410, 56.395,226.766,   null,109.278
2008-06-28 00:00:00,334.654, 56.540,226.745,   null,109.536
2008-06-29 00:00:00,335.002, 56.401,227.041,   null,109.431
2008-06-30 00:00:00,335.265, 56.434,226.991,   null,109.611
2008-07-01 00:00:00,335.109, 56.565,227.008,   null,109.785
2008-07-02 00:00:00,335.021, 56.478,226.690,   null,109.689
2008-07-03 00:00:00,335.274, 56.387,226.720,   null,109.788
2008-07-04 00:00:00,335.484,   null,227.118,   null,110.416
2008-07-05 00:00:00,335.357,   null,227.280,   null,110.543
2008-07-06 00:00:00,335.737,   null,227.276,   null,110.819
2008-07-07 00:00:00,335.810,   null,227.545,   null,110.741
2008-07-08 00:00:00,335.503, 56.555,227.218,   null,110.692
2008-07-09 00:00:00,336.299, 56.742,227.545,   null,110.785
2008-07-10 00:00:00,335.733, 56.661,227.533,   null,110.489
2008-07-11 00:00:00,335.852, 56.675,227.632,   null,110.196
2008-07-12 00:00:00,335.718, 56.705,226.889,   null,110.067
2008-07-13 00:00:00,335.017, 56.548,226.835,   null,109.560
2008-07-14 00:00:00,334.853, 56.404,226.498,   null,109.290
2008-07-15 00:00:00,333.480, 56.240,226.434,   null,108.938
2008-07-16 00:00:00,334.958, 56.361,226.648,   null,109.358
2008-07-17 00:00:00,335.741, 56.386,175.627,   null,109.797
2008-07-18 00:00:00,335.784, 56.490,223.885,   null,110.139
2008-07-19 00:00:00,335.657, 56.449,227.007,   null,109.795
2008-07-20 00:00:00,336.214, 56.495,227.362,   null,109.894
2008-07-21 00:00:00,336.219, 56.607,228.288,   null,110.115
2008-07-22 00:00:00,336.073, 56.601,227.659,   null,109.538
2008-07-23 00:00:00,335.487, 56.531,227.739,   null,109.084
2008-07-24 00:00:00,335.973, 56.643,228.182,   null,109.300
2008-07-25 00:00:00,335.672,   null,228.255,   null,109.551
2008-07-26 00:00:00,335.679,   null,228.850,   null,109.708
2008-07-27 00:00:00,335.918,   null,153.693,   null,109.855
2008-07-28 00:00:00,335.973,   null,153.734,   null,109.948
2008-07-29 00:00:00,336.502,   null,217.860,   null,110.350
2008-07-30 00:00:00,336.453,   null,188.109,   null,110.379
2008-07-31 00:00:00,336.214,   null,172.463,   null,110.249
2008-08-01 00:00:00,336.627,   null,228.134,   null,110.736
2008-08-02 00:00:00,336.708,   null,228.409,   null,110.730
2008-08-03 00:00:00,336.988,   null,228.264,   null,111.078
2008-08-04 00:00:00,337.171,   null,228.428,   null,111.171
2008-08-05 00:00:00,337.113, 56.768,228.637,   null,111.305
2008-08-06 00:00:00,337.043, 56.752,228.259,   null,111.110
2008-08-07 00:00:00,336.676, 56.695,228.129,   null,110.901
2008-08-08 00:00:00,337.310, 56.770,228.523,   null,111.105
2008-08-09 00:00:00,335.612, 56.421,227.400,   null,110.592
2008-08-10 00:00:00,334.672, 56.409,226.899,   null,109.938
2008-08-11 00:00:00,334.601, 56.452,226.901,   null,109.853
2008-08-12 00:00:00,334.601, 56.394,226.755,   null,109.764
2008-08-13 00:00:00,335.029, 56.537,227.489,   null,109.483
2008-08-14 00:00:00,336.034, 56.361,227.850,   null,109.778
2008-08-15 00:00:00,335.499, 56.658,227.826,   null,110.017
2008-08-16 00:00:00,336.517, 56.880,227.799,   null,110.390
2008-08-17 00:00:00,337.321, 56.788,228.433,   null,110.523
2008-08-18 00:00:00,336.530, 56.607,228.021,   null,109.814
2008-08-19 00:00:00,336.117, 56.542,227.436,   null,109.680
2008-08-20 00:00:00,336.661, 56.639,227.760,   null,110.256
2008-08-21 00:00:00,336.814, 56.684,228.198,   null,110.355
2008-08-22 00:00:00,336.619, 56.674,228.047,   null,110.523
2008-08-23 00:00:00,336.839, 56.698,228.444,   null,110.919
2008-08-24 00:00:00,337.079, 56.723,228.661,   null,111.028
2008-08-25 00:00:00,337.449, 56.714,172.456,   null,110.912
2008-08-26 00:00:00,337.415, 56.740,228.537,   null,110.919
2008-08-27 00:00:00,337.541, 56.790,228.702,   null,111.071
2008-08-28 00:00:00,337.616, 56.731,228.553,   null,111.308
2008-08-29 00:00:00,337.345, 56.779,228.747,   null,111.286
2008-08-30 00:00:00,337.143, 56.690,228.303,   null,111.158
2008-08-31 00:00:00,337.915, 56.799,228.675,   null,111.333
2008-09-01 00:00:00,338.170, 56.933,229.461,   null,111.681
2008-09-02 00:00:00,338.265, 56.913,229.369,   null,111.774
2008-09-03 00:00:00,337.190, 56.685,228.580,   null,110.953
2008-09-04 00:00:00,337.153, 56.737,228.046,   null,110.644
2008-09-05 00:00:00,336.354, 56.665,227.629,   null,110.455
2008-09-06 00:00:00,335.533, 56.529,227.018,   null,110.148
2008-09-07 00:00:00,336.002, 56.617,227.018,   null,110.353
2008-09-08 00:00:00,336.613, 56.716,227.231,   null,110.381
2008-09-09 00:00:00,336.911, 56.752,227.670,   null,110.463
2008-09-10 00:00:00,337.293, 56.697,188.367,   null,110.818
2008-09-11 00:00:00,337.350, 56.673,228.003,   null,110.830
2008-09-12 00:00:00,337.723, 56.823,228.588,   null,110.959
2008-09-13 00:00:00,337.233, 56.816,228.706,   null,111.107
2008-09-14 00:00:00,337.808, 56.849,228.305,   null,111.301
2008-09-15 00:00:00,337.506, 56.734,227.867,   null,110.780
2008-09-16 00:00:00,337.450, 56.812,226.964,   null,110.778
2008-09-17 00:00:00,337.706, 56.813,227.289,   null,110.777
2008-09-18 00:00:00,337.752, 56.903,227.021,   null,110.910
2008-09-19 00:00:00,337.837, 56.935,227.788,   null,111.209
2008-09-20 00:00:00,337.627, 56.641,227.962,   null,110.949
2008-09-21 00:00:00,337.140, 56.618,227.524,   null,110.737
2008-09-22 00:00:00,337.795, 56.709,227.535,   null,110.854
2008-09-23 00:00:00,337.802, 56.630,227.863,   null,110.965
2008-09-24 00:00:00,338.476, 56.686,228.246,   null,111.207
2008-09-25 00:00:00,338.081, 56.803,227.934,   null,111.315
2008-09-26 00:00:00,338.273, 56.735,227.771,   null,111.128
2008-09-27 00:00:00,338.329, 56.690,227.868,   null,111.176
2008-09-28 00:00:00,338.727, 56.708,227.970,   null,111.806
2008-09-29 00:00:00,338.256, 56.744,228.131,   null,111.720
2008-09-30 00:00:00,338.249, 56.682,228.453,   null,111.831
2008-10-01 00:00:00,337.818, 56.612,228.338,   null,111.485
2008-10-02 00:00:00,337.275, 56.443,227.975,   null,111.007
2008-10-03 00:00:00,337.065, 56.521,227.542,   null,110.771
2008-10-04 00:00:00,337.470, 56.631,227.782,   null,110.774
2008-10-05 00:00:00,337.051, 56.660,227.211,   null,110.676
2008-10-06 00:00:00,337.920, 56.778,227.866,   null,111.192
2008-10-07 00:00:00,338.096, 56.781,228.119,   null,111.377
2008-10-08 00:00:00,338.709, 56.828,227.824,   null,111.492
2008-10-09 00:00:00,338.627, 56.735,228.447,   null,111.053
2008-10-10 00:00:00,338.869, 56.795,228.639,   null,111.271
2008-10-11 00:00:00,339.362, 56.971,228.816,   null,110.994
2008-10-12 00:00:00,338.758, 56.860,228.535,   null,110.903
2008-10-13 00:00:00,338.647, 56.829,228.292,   null,111.258
2008-10-14 00:00:00,338.884, 56.905,228.736,   null,111.459
2008-10-15 00:00:00,338.685, 56.833,228.575,   null,111.385
2008-10-16 00:00:00,338.659, 56.885,228.531,   null,111.536
2008-10-17 00:00:00,338.619, 56.867,228.301,   null,111.569
2008-10-18 00:00:00,338.166, 56.797,222.081,   null,111.688
2008-10-19 00:00:00,338.013, 56.730,228.027,   null,111.941
2008-10-20 00:00:00,338.154, 56.911,228.286,   null,111.426
2008-10-21 00:00:00,338.286, 56.919,228.338,   null,111.474
2008-10-22 00:00:00,338.780, 56.871,228.620,   null,111.533
2008-10-23 00:00:00,338.624, 56.849,228.949,   null,111.472
2008-10-24 00:00:00,338.542, 56.783,229.120,   null,111.335
2008-10-25 00:00:00,338.374, 56.715,229.361,   null,111.549
2008-10-26 00:00:00,338.635, 56.849,229.434,   null,111.737
2008-10-27 00:00:00,339.170, 56.856,229.238,   null,111.901
2008-10-28 00:00:00,338.260, 56.691,228.514,   null,111.857
2008-10-29 00:00:00,338.331, 56.619,228.220,156.285,111.171
2008-10-30 00:00:00,338.015, 56.497,227.941,155.621,110.971
2008-10-31 00:00:00,338.025, 56.630,227.937,155.899,110.776
2008-11-01 00:00:00,338.571, 56.659,228.603,156.302,110.669
2008-11-02 00:00:00,339.159, 56.874,228.795,156.385,110.479
2008-11-03 00:00:00,339.617, 56.925,229.001,156.349,111.350
2008-11-04 00:00:00,340.061, 56.902,229.511,155.910,111.355
2008-11-05 00:00:00,339.686, 56.901,229.517,156.384,111.785
2008-11-06 00:00:00,339.177, 56.873,229.976,156.792,111.711
2008-11-07 00:00:00,338.124, 56.955,229.736,156.732,111.183
2008-11-08 00:00:00,337.647, 56.675,228.919,156.316,110.692
2008-11-09 00:00:00,337.159, 56.694,229.115,156.391,111.032
2008-11-10 00:00:00,337.488, 56.789,229.350,156.928,111.588
2008-11-11 00:00:00,337.053, 56.792,229.632,156.812,111.682
2008-11-12 00:00:00,337.390, 56.839,229.771,157.087,111.972
2008-11-13 00:00:00,337.920, 56.746,230.057,156.506,111.816
2008-11-14 00:00:00,338.285, 56.806,230.394,156.708,112.008
2008-11-15 00:00:00,338.458, 56.783,230.355,156.907,112.193
2008-11-16 00:00:00,338.370, 56.883,230.248,157.177,112.210
2008-11-17 00:00:00,338.396, 56.836,230.011,157.104,112.158
2008-11-18 00:00:00,338.360, 56.847,229.994,157.457,112.173
2008-11-19 00:00:00,338.338, 56.800,230.225,157.436,112.643
2008-11-20 00:00:00,338.049, 56.744,230.251,157.170,112.872
2008-11-21 00:00:00,337.869, 56.874,230.444,157.524,112.795
2008-11-22 00:00:00,338.131, 56.845,230.125,157.820,112.701
2008-11-23 00:00:00,338.424, 56.946,230.383,158.268,112.453
2008-11-24 00:00:00,338.405, 56.887,230.458,157.730,112.485
2008-11-25 00:00:00,337.274, 56.694,229.221,157.095,111.744
2008-11-26 00:00:00,336.495, 56.643,229.087,156.717,111.489
2008-11-27 00:00:00,336.512, 56.645,229.060,156.494,111.311
2008-11-28 00:00:00,336.478, 56.630,229.377,156.729,111.219
2008-11-29 00:00:00,337.198, 56.611,229.739,156.692,111.337
2008-11-30 00:00:00,337.634, 56.677,230.277,156.810,111.502
2008-12-01 00:00:00,337.747, 56.712,230.648,157.179,111.951
2008-12-02 00:00:00,338.046, 56.793,230.766,157.203,112.154
2008-12-03 00:00:00,338.117, 56.952,230.807,157.283,112.153
2008-12-04 00:00:00,338.118, 56.944,230.635,157.267,111.963
2008-12-05 00:00:00,337.049, 56.735,230.103,156.267,111.361
2008-12-06 00:00:00,335.491, 56.425,229.185,155.848,110.968
2008-12-07 00:00:00,336.456, 56.658,229.594,156.353,111.198
2008-12-08 00:00:00,336.969, 56.826,213.713,156.655,111.413
2008-12-09 00:00:00,337.387, 56.840,230.287,157.010,111.518
2008-12-10 00:00:00,337.531, 56.751,213.820,156.747,111.533
2008-12-11 00:00:00,336.995, 56.724,230.591,156.818,111.472
2008-12-12 00:00:00,336.438, 56.709,230.451,156.883,111.081
2008-12-13 00:00:00,336.669, 56.749,230.663,156.908,111.225
2008-12-14 00:00:00,336.758, 56.742,230.547,157.058,111.667
2008-12-15 00:00:00,336.839, 56.731,231.005,156.979,111.987
2008-12-16 00:00:00,337.197, 56.773,231.546,156.890,112.016
2008-12-17 00:00:00,336.785, 56.612,230.406,157.013,111.428
2008-12-18 00:00:00,336.690, 56.659,229.868,157.150,111.176
2008-12-19 00:00:00,337.170, 56.821,231.168,157.105,111.416
2008-12-20 00:00:00,337.529, 57.017,231.642,157.197,111.698
2008-12-21 00:00:00,338.268, 56.975,231.856,157.175,112.109
2008-12-22 00:00:00,337.634, 56.866,231.348,157.037,112.280
2008-12-23 00:00:00,337.439, 56.849,231.083,157.009,111.623
2008-12-24 00:00:00,337.661, 56.714,229.913,156.955,111.399
2008-12-25 00:00:00,337.964, 56.706,231.001,157.238,111.039
2008-12-26 00:00:00,339.078, 56.757,231.580,157.425,111.728
2008-12-27 00:00:00,339.400, 56.771,231.807,157.622,112.423
2008-12-28 00:00:00,339.890, 56.697,231.777,157.564,112.324
2008-12-29 00:00:00,340.330, 56.832,231.957,157.723,112.388
2008-12-30 00:00:00,340.237, 56.842,232.173,157.786,112.709
2008-12-31 00:00:00,339.126, 56.679,230.666,157.215,112.065
2009-01-01 00:00:00,338.685, 56.590,230.939,156.357,112.857
2009-01-02 00:00:00,338.323, 56.424,230.673,156.312,112.768
2009-01-03 00:00:00,337.811, 56.636,230.267,156.486,112.052
2009-01-04 00:00:00,338.507, 56.921,230.498,156.845,111.992
2009-01-05 00:00:00,338.236, 57.005,230.483,157.007,111.681
2009-01-06 00:00:00,   null, 57.103,231.281,157.351,112.221
2009-01-07 00:00:00,   null, 57.205,231.626,157.306,112.745
2009-01-08 00:00:00,   null, 57.047,231.837,157.175,112.578
2009-01-09 00:00:00,   null, 57.009,231.917,157.081,112.154
2009-01-10 00:00:00,   null, 57.052,231.717,157.285,111.717
2009-01-11 00:00:00,   null, 57.122,231.458,157.200,112.039
2009-01-12 00:00:00,338.933, 57.046,231.739,157.055,112.175
2009-01-13 00:00:00,338.310, 56.953,231.047,156.533,112.219
2009-01-14 00:00:00,338.409, 57.108,230.955,156.912,111.871
2009-01-15 00:00:00,338.220, 57.016,230.625,156.864,111.782
2009-01-16 00:00:00,337.922, 57.268,230.498,157.064,111.772
2009-01-17 00:00:00,337.881, 57.312,230.468,157.140,111.863
2009-01-18 00:00:00,337.809, 57.172,230.709,157.133,111.947
2009-01-19 00:00:00,336.248, 57.082,229.856,156.462,111.251
2009-01-20 00:00:00,337.225, 57.155,230.608,157.184,111.282
2009-01-21 00:00:00,337.961, 57.143,230.988,157.390,111.708
2009-01-22 00:00:00,337.948, 57.256,231.409,157.576,112.185
2009-01-23 00:00:00,337.985, 57.487,231.760,157.668,112.302
2009-01-24 00:00:00,337.999, 57.346,231.354,157.836,112.316
2009-01-25 00:00:00,337.927, 57.476,232.413,158.143,112.365
2009-01-26 00:00:00,337.808, 57.367,231.956,157.650,111.817
2009-01-27 00:00:00,337.009, 57.189,231.808,157.704,111.604
2009-01-28 00:00:00,337.502, 57.324,231.775,157.665,111.781
2009-01-29 00:00:00,   null, 57.290,235.018,157.633,111.750
2009-01-30 00:00:00,   null, 57.282,231.247,157.542,111.580
2009-01-31 00:00:00,   null, 57.057,230.541,156.995,111.059
2009-02-01 00:00:00,   null, 57.089,231.112,157.554,111.249
2009-02-02 00:00:00,336.375, 57.011,231.614,157.497,111.813
2009-02-03 00:00:00,336.115, 57.164,231.572,157.769,111.927
2009-02-04 00:00:00,337.952, 57.323,231.349,157.704,111.763
2009-02-05 00:00:00,338.295, 57.379,231.249,157.676,112.191
2009-02-06 00:00:00,337.959, 57.272,231.929,157.831,112.007
2009-02-07 00:00:00,338.299, 57.282,231.796,157.934,112.040
2009-02-08 00:00:00,338.652, 57.342,232.056,158.178,112.086
2009-02-09 00:00:00,338.101, 57.523,232.129,157.886,112.344
2009-02-10 00:00:00,338.454, 57.384, 44.120,157.376,112.236
2009-02-11 00:00:00,339.024, 57.277, 31.671,158.161,112.193
2009-02-12 00:00:00,338.889, 57.465, 48.607,158.625,112.113
2009-02-13 00:00:00,339.054, 57.653,100.298,158.899,112.539
2009-02-14 00:00:00,338.538, 57.617,232.693,158.833,111.908
2009-02-15 00:00:00,338.133, 57.525,232.597,158.853,111.780
2009-02-16 00:00:00,338.811, 57.533,232.342,158.576,111.895
2009-02-17 00:00:00,338.984, 57.439,232.772,158.712,111.971
2009-02-18 00:00:00,339.239, 57.472,232.998,158.959,112.275
2009-02-19 00:00:00,339.558, 57.615,232.956,158.968,112.370
2009-02-20 00:00:00,339.299, 57.618,232.829,158.787,112.295
2009-02-21 00:00:00,339.036, 57.406,232.960,158.761,111.900
2009-02-22 00:00:00,338.284, 57.458,231.935,158.313,111.481
2009-02-23 00:00:00,338.580, 57.473,230.857,158.462,111.478
2009-02-24 00:00:00,338.248, 57.431,232.172,158.289,111.480
2009-02-25 00:00:00,338.341, 57.388,231.970,158.286,111.968
2009-02-26 00:00:00,337.620, 57.285,232.168,158.247,111.928
2009-02-27 00:00:00,337.192, 57.263,232.161,157.852,111.734
2009-02-28 00:00:00,338.126, 57.472,231.602,157.686,111.850
2009-03-01 00:00:00,337.655, 57.205,232.172,157.822,112.009
2009-03-02 00:00:00,338.052, 57.286,232.690,157.812,111.964
2009-03-03 00:00:00,338.019, 57.260,232.617,157.700,111.785
2009-03-04 00:00:00,338.576, 57.370,232.845,158.270,112.097
2009-03-05 00:00:00,338.106, 57.388,232.959,158.836,112.238
2009-03-06 00:00:00,337.991, 57.389,232.146,159.080,112.640
2009-03-07 00:00:00,338.207, 57.584,232.944,158.902,112.871
2009-03-08 00:00:00,338.208, 57.547,232.946,158.475,112.736
2009-03-09 00:00:00,338.625, 57.466,233.089,158.306,112.804
2009-03-10 00:00:00,338.521, 57.404,243.764,158.685,113.166
2009-03-11 00:00:00,338.571, 57.352,233.073,158.515,112.975
2009-03-12 00:00:00,337.771, 57.275,232.359,158.476,112.457
2009-03-13 00:00:00,338.192, 57.473,232.137,158.499,112.387
2009-03-14 00:00:00,337.559, 57.379,232.064,157.967,111.892
2009-03-15 00:00:00,338.168, 57.382,232.690,158.256,112.170
2009-03-16 00:00:00,338.288, 57.377,232.712,158.435,112.206
2009-03-17 00:00:00,338.972, 57.346,232.482,158.521,112.553
2009-03-18 00:00:00,339.061, 57.380,232.727,158.559,112.892
2009-03-19 00:00:00,339.884, 57.301,232.874,158.850,113.023
2009-03-20 00:00:00,340.217, 57.526,233.494,159.473,112.835
2009-03-21 00:00:00,339.370, 57.341,233.016,159.320,112.569
2009-03-22 00:00:00,339.071, 57.423,232.386,159.123,113.026
2009-03-23 00:00:00,338.307, 57.326,231.503,158.193,112.730
2009-03-24 00:00:00,339.161, 57.342,232.718,158.687,112.875
2009-03-25 00:00:00,339.323, 57.361,232.641,159.056,113.267
2009-03-26 00:00:00,339.547, 57.376,232.714,158.565,113.245
2009-03-27 00:00:00,339.705, 57.370,233.062,158.484,113.214
2009-03-28 00:00:00,339.050, 57.217,232.901,158.263,113.089
2009-03-29 00:00:00,338.929, 57.138,233.143,157.858,112.919
2009-03-30 00:00:00,338.592, 57.216,233.140,158.099,113.029
2009-03-31 00:00:00,338.664, 57.272,233.292,158.406,113.209
2009-04-01 00:00:00,338.500, 57.404,233.428,158.728,113.414
2009-04-02 00:00:00,338.419, 57.411,233.724,158.556,113.168
2009-04-03 00:00:00,338.165, 57.356,233.519,158.823,113.359
2009-04-04 00:00:00,338.359, 57.556,233.767,158.769,113.299
2009-04-05 00:00:00,337.677, 57.451,233.528,158.717,113.220
2009-04-06 00:00:00,338.299, 57.431,233.569,158.726,113.463
2009-04-07 00:00:00,338.480, 57.478,233.624,158.840,113.488
2009-04-08 00:00:00,338.422, 57.430,232.843,158.695,113.415
2009-04-09 00:00:00,338.697, 57.492,233.094,158.811,113.033
2009-04-10 00:00:00,338.358, 57.450,233.066,158.823,112.803
2009-04-11 00:00:00,338.672, 57.450,233.340,158.955,112.688
2009-04-12 00:00:00,338.743, 57.460,233.669,159.237,113.029
