1012953600,1650.29,5.51726,786.663,8.76077,861.137,2.30134
1013126400,1652.88,7.17823,732.41,14.5586,860.139,1.67809
1012435200,1642.44,5.13058,768.226,11.6551,858.563,1.62086
1013731200,1650.2,5.10564,756.177,23.005,859.962,0.84627
1013644800,1646.39,3.25701,745.26,9.97418,860.885,1.45972
1013040000,1650.22,5.54718,779.219,15.4761,858.465,1.14866
1014163200,1659.71,4.97696,779.736,10.402,857.112,1.03121
1014422400,1646.06,5.13878,767.128,9.94119,856.369,0.923863
1014076800,1661.55,6.83848,775.865,13.6649,859.025,1.4921
1012780800,1648.23,4.89397,775.969,9.46388,867.202,0.83374
1014336000,1649.47,7.18716,758.507,14.1456,857.483,1.92671
1012176000,1630.74,5.4338,776.609,10.6949,861.68,1.67184
1012521600,1641.87,5.41903,760.806,11.9127,860.518,1.21506
1013990400,1653.56,6.20122,771.625,10.254,862.358,2.56652
1013212800,1649.14,5.87711,0,0,860.492,1.06156
1012608000,1643.07,4.0973,766.335,15.3011,858.031,1.75188
1012348800,1641.45,6.92961,772.292,9.11567,858.327,1.28591
1012694400,1649.11,4.78975,760.357,9.85853,862.39,2.07195
1013299200,1652.08,8.91454,725.286,26.1842,861.06,1.1946
1012132410,1630.46,3.56213,781.855,14.6636,861.89,1.18462
1012867200,1645.95,5.28311,770.439,10.1179,865.296,2.56671
1013558400,1645.86,5.76388,774.205,13.2865,856.765,0.890705
1014508800,1645.73,6.88921,757.25,20.5151,860.839,1.80063
1012262400,1633.81,5.12709,778.182,14.7665,859.143,2.93713
1013904000,1655.14,9.7433,776.438,11.0552,859.504,1.31663
1013817600,1652.12,4.34927,777.198,9.45268,863.196,2.0298
1013472000,1642.29,4.62563,791.069,12.7509,858.214,2.2396
1013385600,1637.49,5.97914,715.078,26.4601,859.659,1.3023
1014249600,1654.48,4.60997,774.882,9.40116,861.425,1.64745
