1106611200,1619.15,9.10107,922.823,22.8552,861.768,1.58398
1106697600,1617.72,9.49118,921.073,17.0882,860.444,1.65969
1104710400,1618.58,11.0248,943.587,17.6641,859.851,1.72029
1106006400,1626.06,5.95924,949.884,19.1743,862.076,2.1947
1104451200,1616.46,9.11716,933.674,21.2163,857.991,1.49506
1104883200,1625.35,10.5761,914.476,21.0528,860.476,1.28072
1104624000,1615.96,11.5251,947.573,19.3118,860.589,0.746242
1104192000,1614.6,8.21326,951.431,16.6064,862.241,1.56921
1106179200,1613.72,7.40101,0,0,859.201,1.63124
1105488000,1633.01,7.36742,901.398,29.936,863.242,2.36756
1104537600,1615.79,10.2004,927.583,24.336,859.177,1.3145
1106352000,1622.67,6.44841,855.877,44.6671,858.516,1.30336
1104969600,1629.88,7.75588,835.017,25.004,862.773,1.95897
1105056000,1634.63,7.15242,886.325,42.569,860.235,1.2587
1105315200,1638.04,5.84562,923.962,22.2894,863.969,2.65296
1105747200,1637.08,4.09011,961.676,18.0295,868.438,2.31328
1105920000,1626.06,7.23437,947.843,41.8633,861.687,1.07788
1105833600,1629.35,7.59096,945.411,21.4713,864.225,1.61844
1105142400,1633.86,7.37645,934.917,16.8362,858.614,1.32694
1104796800,1619.13,11.3401,935.625,18.2435,859.975,1.10324
1104105600,1610.8,8.31041,943.247,18.9908,859.453,2.37589
1105574400,1632.7,6.12444,884.791,20.5218,860.908,2.12719
1106265600,1612.89,5.49386,881.889,19.9315,858.377,1.20496
1106438400,1616.11,2.76848,892.654,49.4842,860.96,1.09493
1104278400,1615.92,11.0948,942.378,19.9149,860.906,0.677153
1106092800,1622.87,6.38139,930.023,28.8792,861.087,2.05465
1106524800,1615.67,5.55044,903.119,28.5931,863.961,1.58305
1105228800,1635.74,6.13577,928.488,36.1987,862.41,1.27897
1104364800,1613.58,9.74382,935.788,19.2386,862.812,2.98925
1105660800,1633.53,7.67285,905.629,20.8969,863.657,2.12856
