1106611200,1618.36,861.785,953
1106611500,1617.37,861.815,911
1106611800,1616.12,861.86,902
1106612100,1615.65,861.92,911
1106612400,1613.73,861.965,924
1106612700,1613.21,861.995,907
1106613000,0,862.06,902
1106613300,1614.34,862.155,919
1106613600,1612.88,862.23,918
1106613900,1612.33,862.29,884
1106614200,1611.8,862.35,907
1106614500,1612.87,862.41,918
1106614800,1611.71,862.455,929
1106615100,1611.35,862.485,913
1106615400,1611.34,862.525,917
1106615700,1610.39,862.575,932
1106616000,1610.12,862.62,935
1106616300,0,862.665,922
1106616600,1610.7,862.72,906
1106616900,1611.44,862.78,930
1106617200,1610.14,862.825,925
1106617500,1610.27,862.855,898
1106617800,1609.62,862.885,903
1106618100,1610.54,862.915,924
1106618400,1609.89,862.945,924
1106618700,1609.51,862.975,912
1106619000,1610,862.985,913
1106619300,1608.57,862.97,925
1106619600,1609.86,862.98,932
1106619900,1609.42,863.025,909
1106620200,1609.59,863.06,919
1106620500,1609.31,863.075,935
1106620800,1608.85,863.105,938
1106621100,1609.87,863.155,924
1106621400,1609.07,863.21,915
1106621700,1608.63,863.27,922
1106622000,1608.62,863.3,936
1106622300,1608.59,863.3,912
1106622600,1609.7,863.3,918
1106622900,1608.04,863.3,941
1106623200,1607.88,863.3,945
1106623500,1608.64,863.3,926
1106623800,1608.13,863.285,922
1106624100,1608.92,863.255,941
1106624400,1608.63,863.255,940
1106624700,1609.17,863.285,926
1106625000,1609.07,863.3,911
1106625300,1609,863.3,935
1106625600,1609.23,863.275,943
1106625900,1608.19,863.23,923
1106626200,1608.42,863.22,917
1106626500,1610.48,863.235,938
1106626800,1610.46,863.245,945
1106627100,1610.04,863.26,922
1106627400,1610.86,863.27,935
1106627700,1610.78,863.27,948
1106628000,1612.55,863.295,942
1106628300,1612.63,863.34,924
1106628600,1611.11,863.345,924
1106628900,1612.03,863.315,949
1106629200,1612.18,863.29,944
1106629500,1614.08,863.275,929
1106629800,1612.66,863.215,931
1106630100,1612.68,863.105,942
1106630400,1612.38,863.01,950
1106630700,1612.55,862.935,931
1106631000,1612.37,862.85,938
1106631300,1612.66,862.745,948
1106631600,1612.26,862.675,947
1106631900,1613.39,862.645,936
1106632200,1613.92,862.615,921
1106632500,1613.58,862.58,936
1106632800,1613.69,862.53,949
1106633100,1613.12,862.47,934
1106633400,1613.59,862.415,933
1106633700,1613.64,862.37,938
1106634000,1613.67,862.345,957
1106634300,1613.13,862.33,926
1106634600,1614.17,862.32,934
1106634900,1614.22,862.32,959
1106635200,1614.16,862.35,956
1106635500,1613.6,862.41,941
1106635800,1615.22,862.44,932
1106636100,1615.98,862.44,946
1106636400,1614.66,862.44,959
1106636700,1614.84,862.44,940
1106637000,1614.35,862.44,939
1106637300,1615.95,862.44,948
1106637600,1615.77,862.425,949
1106637900,1614.33,862.395,940
1106638200,1615.6,862.365,952
1106638500,1614.76,862.335,953
1106638800,1615.59,862.32,957
1106639100,1615.49,862.32,941
1106639400,1616.52,862.32,936
1106639700,1616.08,862.32,948
1106640000,1616.41,862.32,962
1106640300,1617.07,862.32,939
1106640600,1617.47,862.32,942
1106640900,1616.74,862.32,945
1106641200,1616.92,862.32,962
1106641500,1617.88,862.32,944
1106641800,1617.68,862.32,943
1106642100,1617.72,862.32,955
1106642400,1617.45,862.32,971
1106642700,1616.85,862.32,937
1106643000,1618.41,862.32,943
1106643300,1617.84,862.32,951
1106643600,1617.78,862.345,961
1106643900,1617.24,862.39,952
1106644200,1618.05,862.415,947
1106644500,1616.96,862.43,956
1106644800,1617.52,862.455,961
1106645100,1618.33,862.485,939
1106645400,1618.08,862.5,940
1106645700,1617.88,862.5,945
1106646000,1617.7,862.535,949
1106646300,1619.12,862.6,933
1106646600,1619.24,862.645,931
1106646900,1618.96,862.675,953
1106647200,1618.86,862.72,967
1106647500,1618.2,862.78,936
1106647800,1618.82,862.825,937
1106648100,1619.25,862.855,953
1106648400,1618.78,862.885,959
1106648700,1619.59,862.915,930
1106649000,1619.92,862.93,942
1106649300,1619.82,862.93,949
1106649600,1620.03,862.96,957
1106649900,1621.53,863.02,935
1106650200,1620.67,863.065,932
1106650500,1622.73,863.095,952
1106650800,1623.07,863.125,957
1106651100,1623.39,863.16,924
1106651400,1625.2,863.195,918
1106651700,1623.33,863.225,938
1106652000,1624.49,863.255,948
1106652300,1625.25,863.285,933
1106652600,1625.58,863.315,938
1106652900,1626.39,863.345,941
1106653200,1626.94,863.375,947
1106653500,1627.49,863.405,935
1106653800,1627.05,863.425,920
1106654100,1626.17,863.44,943
1106654400,1626.8,863.475,941
1106654700,1626.3,863.52,930
1106655000,1627.85,863.54,932
1106655300,1627.65,863.54,945
1106655600,1628.72,863.51,945
1106655900,1629.46,863.45,925
1106656200,1629.72,863.42,929
1106656500,1630.54,863.42,939
1106656800,1630.18,863.42,941
1106657100,1631.05,863.42,920
1106657400,1631.38,863.405,915
1106657700,1631.39,863.375,925
1106658000,1632.57,863.345,918
1106658300,1632.82,863.315,911
1106658600,1631.96,863.27,931
1106658900,1633.04,863.21,947
1106659200,1632.26,863.18,941
1106659500,1632.99,863.18,912
1106659800,1632.87,863.175,929
1106660100,1633.6,863.17,947
1106660400,1634.29,863.14,941
1106660700,1633.87,863.08,922
1106661000,1633.17,863.035,924
1106661300,1633.67,863.005,932
1106661600,1634.44,862.975,943
1106661900,1634.23,862.945,922
1106662200,1634.08,862.915,928
1106662500,1632.42,862.885,942
1106662800,1632.31,862.84,932
1106663100,1634.78,862.78,903
1106663400,1633.33,862.755,920
1106663700,1634.32,862.77,946
1106664000,1635.17,862.77,940
1106664300,1636.45,862.755,910
1106664600,1635.42,862.71,922
1106664900,1634.24,862.63,927
1106665200,1633.77,862.56,936
1106665500,1633.92,862.5,909
1106665800,1633.91,862.43,920
1106666100,1633.75,862.355,931
1106666400,1634.44,862.3,950
1106666700,1635.01,862.255,925
1106667000,1632.99,862.23,908
1106667300,1634.27,862.23,940
1106667600,1633.07,862.2,947
1106667900,1633.77,862.14,921
1106668200,1631.57,862.075,912
1106668500,1632.26,862.005,924
1106668800,1632.98,861.935,935
1106669100,1634.05,861.865,922
1106669400,1633.25,861.81,911
1106669700,1631.8,861.765,933
1106670000,1632.77,861.7,937
1106670300,1634.61,861.625,917
1106670600,1632.64,861.545,918
1106670900,1632.77,861.45,929
1106671200,1632.23,861.35,925
